"ID","Marker","BioSample.Accession","Mitogenome.accession","Mitochondrial.clade","Sex.qPCR","Age","Region","Location","Year","Month","Day","Membership.rad","Membership.wgs","Q1.rad","Q2.rad","Q3.rad","Q4.rad","Q5.rad","Q1.wgs","Q2.wgs","Q3.wgs","Q4.wgs","Q5.wgs","Q6.wgs","O.Hom.rad","E.Hom.rad","F.rad","O.Hom.wgs","E.Hom.wgs","F.wgs"
"S_20_03600","ddRADseq","SAMN36656915",NA,NA,"F",NA,"North Hudson Strait","Kimmirut",1989,6,24,"HBSC",NA,0.037052,0.589309,0.23571,0.053957,0.083972,NA,NA,NA,NA,NA,NA,18246,18487.5,-0.03961,NA,NA,NA
"S_20_03601","ddRADseq","SAMN36656916",NA,NA,"F",NA,"North Hudson Strait","Kimmirut",1989,6,24,"HBSC",NA,0.036723,0.586657,0.23302,0.048797,0.094802,NA,NA,NA,NA,NA,NA,18331,18509.7,-0.02925,NA,NA,NA
"S_20_03607","ddRADseq","SAMN36656919",NA,NA,"M",NA,"North Hudson Strait","Kimmirut",1991,11,7,"HBSC",NA,0.074429,0.544377,0.232358,0.054745,0.094091,NA,NA,NA,NA,NA,NA,18034,18167.6,-0.02241,NA,NA,NA
"S_20_03608","ddRADseq","SAMN36656920",NA,NA,"F",NA,"North Hudson Strait","Kimmirut",1990,7,17,"LGR",NA,0.0151,0.053992,0.116593,0.056383,0.757933,NA,NA,NA,NA,NA,NA,18428,18555.1,-0.02075,NA,NA,NA
"S_20_03617","ddRADseq","SAMN36656923",NA,NA,"F",NA,"North Hudson Strait","Kimmirut",1989,7,13,"HBSC",NA,0.031774,0.532933,0.277406,0.041566,0.116321,NA,NA,NA,NA,NA,NA,18367,18492.6,-0.02059,NA,NA,NA
"S_20_03618","ddRADseq","SAMN36656924",NA,NA,"F",NA,"North Hudson Strait","Kimmirut",1990,7,10,"HBSC",NA,0.043062,0.494075,0.292267,0.090646,0.07995,NA,NA,NA,NA,NA,NA,18334,18431.6,-0.01608,NA,NA,NA
"S_20_03625","ddRADseq","SAMN36656926",NA,NA,"F",30,"North Hudson Strait","Lake_Harbour_Kimmirut",1992,10,9,"HBSC",NA,0.143465,0.448882,0.274429,0.045161,0.088063,NA,NA,NA,NA,NA,NA,17647,17293.9,0.06383,NA,NA,NA
"S_20_03626","ddRADseq","SAMN36656927",NA,NA,"M",12,"North Hudson Strait","Lake_Harbour_Kimmirut",1992,10,11,"HBSC",NA,0.002253,0.621818,0.250673,0.046207,0.079049,NA,NA,NA,NA,NA,NA,18362,18525.3,-0.02672,NA,NA,NA
"S_20_03627","ddRADseq","SAMN36656928",NA,NA,"M",NA,"North Hudson Strait","Kimmirut",1989,7,1,"HBSC",NA,0.038038,0.470421,0.33719,0.059621,0.09473,NA,NA,NA,NA,NA,NA,18558,18566.2,-0.00134,NA,NA,NA
"S_20_03628","ddRADseq","SAMN36656929",NA,NA,"F",NA,"North Hudson Strait","Kimmirut",1991,10,17,"HBSC",NA,0.048366,0.509104,0.336476,0.020625,0.085429,NA,NA,NA,NA,NA,NA,18269,18260.5,0.00141,NA,NA,NA
"S_20_03633","ddRADseq","SAMN36656933",NA,NA,"M",15,"North Hudson Strait","Lake_Harbour_Kimmirut",1992,10,11,"HBSC",NA,0.017681,0.599969,0.264891,0.033793,0.083665,NA,NA,NA,NA,NA,NA,18373,18544.5,-0.02801,NA,NA,NA
"S_20_03634","ddRADseq","SAMN36656934",NA,NA,"M",21,"North Hudson Strait","Lake_Harbour_Kimmirut",1992,10,11,"HBSC",NA,0.00001,0.740642,0.148156,0.046269,0.064923,NA,NA,NA,NA,NA,NA,15028,17892.4,-0.49128,NA,NA,NA
"S_20_03636","ddRADseq","SAMN36656935",NA,NA,"F",NA,"North Hudson Strait","Kimmirut",1991,10,17,"HBSC",NA,0.031427,0.652067,0.29406,0.00001,0.022436,NA,NA,NA,NA,NA,NA,18304,18555.7,-0.04106,NA,NA,NA
"S_20_00635","ddRADseq","SAMN36656148",NA,NA,"F",12,"South Hudson Strait","Kangiqsujuaq",2004,7,22,"HBSC",NA,0.09011,0.481618,0.29089,0.050988,0.086395,NA,NA,NA,NA,NA,NA,18136,17821.2,0.05423,NA,NA,NA
"S_20_00636","ddRADseq","SAMN36656149",NA,NA,"M",24,"South Hudson Strait","Falaise_Innijuaq",2004,7,2,"HBSC",NA,0.12671,0.509096,0.261195,0.04455,0.058448,NA,NA,NA,NA,NA,NA,17804,17453.4,0.06221,NA,NA,NA
"S_20_00638","ddRADseq","SAMN36656150",NA,NA,"F",22,"South Hudson Strait","Falaise_Innijuaq",2004,7,1,"HBSC",NA,0.121603,0.367782,0.387568,0.070321,0.052726,NA,NA,NA,NA,NA,NA,17319,16867,0.08441,NA,NA,NA
"S_20_00639","ddRADseq","SAMN36656151",NA,NA,"M",15,"South Hudson Strait","Baie_Nanuttuvik",2004,6,30,"HBSC",NA,0.05763,0.591448,0.273495,0.046267,0.03116,NA,NA,NA,NA,NA,NA,18376,18444.6,-0.01128,NA,NA,NA
"S_20_00640","ddRADseq","SAMN36656152",NA,NA,"M",18,"South Hudson Strait","Salluit_Fjord",2004,6,30,"HBSC",NA,0.023517,0.638619,0.255467,0.031957,0.05044,NA,NA,NA,NA,NA,NA,18133,18167.2,-0.00573,NA,NA,NA
"S_20_00814","ddRADseq","SAMN36656279",NA,NA,"F",17,"South Hudson Strait","Quaqtaq",2001,10,25,"HBSC",NA,0.038798,0.462047,0.311703,0.149673,0.03778,NA,NA,NA,NA,NA,NA,18157,18379.3,-0.03668,NA,NA,NA
"S_20_00816","ddRADseq","SAMN36656280",NA,NA,"M",NA,"South Hudson Strait","Quaqtaq",2001,10,27,"HBSC",NA,0.045355,0.609728,0.249917,0.047742,0.047258,NA,NA,NA,NA,NA,NA,18306,18525.2,-0.03586,NA,NA,NA
"S_20_00817","ddRADseq","SAMN36656281",NA,NA,"F",13,"South Hudson Strait","Quaqtaq",2001,10,26,"HBSC",NA,0.053617,0.700766,0.039194,0.039443,0.16698,NA,NA,NA,NA,NA,NA,17762,18139.7,-0.06345,NA,NA,NA
"S_20_00818","ddRADseq","SAMN36656282",NA,NA,"M",48,"South Hudson Strait","Quaqtaq",2001,10,26,"HBSC",NA,0.066779,0.516401,0.341551,0.061469,0.013801,NA,NA,NA,NA,NA,NA,17780,17799,-0.00329,NA,NA,NA
"S_20_00820","ddRADseq","SAMN36656283",NA,NA,"M",8,"South Hudson Strait","Quaqtaq",2001,11,2,"HBSC",NA,0.0374,0.516965,0.313743,0.062904,0.068988,NA,NA,NA,NA,NA,NA,17982,18020.7,-0.00654,NA,NA,NA
"S_20_00822","ddRADseq","SAMN36656284",NA,NA,"M",11,"South Hudson Strait","Quaqtaq",2001,11,2,"LGR",NA,0.043223,0.108714,0.05468,0.041312,0.752071,NA,NA,NA,NA,NA,NA,18481,18423.6,0.00945,NA,NA,NA
"S_20_00865","ddRADseq","SAMN36656305",NA,NA,"F",31,"South Hudson Strait","Baie_Kuuttaap_Kangirsunga",2001,7,14,"HBSC",NA,0.018037,0.431285,0.351753,0.069197,0.129728,NA,NA,NA,NA,NA,NA,18459,18527.7,-0.01122,NA,NA,NA
"S_20_00866","ddRADseq","SAMN36656306",NA,NA,"M",NA,"South Hudson Strait","Salluit_Fjord",2001,6,26,"HBSC",NA,0.063008,0.583674,0.228475,0.023868,0.100975,NA,NA,NA,NA,NA,NA,18412,18455.2,-0.0071,NA,NA,NA
"S_20_00867","ddRADseq","SAMN36656307",NA,NA,"M",25,"South Hudson Strait","Cap_Uqammaq",2001,6,25,"HBSC",NA,0.072415,0.623116,0.194809,0.068134,0.041526,NA,NA,NA,NA,NA,NA,18163,17885.2,0.04773,NA,NA,NA
"S_20_00868","ddRADseq","SAMN36656308",NA,NA,"F",17,"South Hudson Strait","Kangiqsujuaq",2001,7,30,"HBSC",NA,0.017644,0.607265,0.289037,0.050603,0.035451,NA,NA,NA,NA,NA,NA,17930,18317,-0.06424,NA,NA,NA
"S_20_00870","ddRADseq","SAMN36656309",NA,NA,"M",6,"South Hudson Strait","Kangiqsujuaq",2001,6,25,"HBSC",NA,0.059202,0.631878,0.201413,0.05677,0.050737,NA,NA,NA,NA,NA,NA,18196,18209.7,-0.00229,NA,NA,NA
"S_20_00871","ddRADseq","SAMN36656310",NA,NA,"F",14,"South Hudson Strait","Kangiqsujuaq",2001,7,16,"HBSC",NA,0.050907,0.510995,0.319872,0.047281,0.070944,NA,NA,NA,NA,NA,NA,18294,18461.1,-0.02745,NA,NA,NA
"S_20_00872","ddRADseq","SAMN36656311",NA,NA,"F",19,"South Hudson Strait","Digges_Islands",2001,10,20,"LGR",NA,0.027142,0.134946,0.085589,0.036824,0.715498,NA,NA,NA,NA,NA,NA,18195,18330.2,-0.02241,NA,NA,NA
"S_20_00878","ddRADseq","SAMN36656312",NA,NA,"M",32,"South Hudson Strait","Digges_Islands",2001,10,23,"HBSC",NA,0.073924,0.602387,0.253359,0.043024,0.027306,NA,NA,NA,NA,NA,NA,17924,17805.9,0.02025,NA,NA,NA
"S_20_00881","ddRADseq","SAMN36656313",NA,NA,"F",NA,"South Hudson Strait","Digges_Islands",2001,10,26,"HBSC",NA,0.046939,0.562389,0.271679,0.103394,0.0156,NA,NA,NA,NA,NA,NA,18217,18248,-0.00517,NA,NA,NA
"S_20_00884","ddRADseq","SAMN36656314",NA,NA,"M",15,"South Hudson Strait","Nuvuk_Islands",2001,10,8,"HBSC",NA,0.048965,0.579513,0.230526,0.114642,0.026355,NA,NA,NA,NA,NA,NA,18092,18203.6,-0.01865,NA,NA,NA
"S_20_00885","ddRADseq","SAMN36656315",NA,NA,NA,17,"South Hudson Strait","Kangiqsujuaq",2004,7,12,"HBSC",NA,0.109812,0.390125,0.421321,0.026624,0.052119,NA,NA,NA,NA,NA,NA,17253,16813.3,0.08208,NA,NA,NA
"S_20_00890","ddRADseq","SAMN36656316",NA,NA,"M",25,"South Hudson Strait","Baie_Qarliik",2004,7,2,"HBSC",NA,0.069699,0.505541,0.292889,0.046508,0.085362,NA,NA,NA,NA,NA,NA,18200,18218.8,-0.00314,NA,NA,NA
"S_20_00891","ddRADseq","SAMN36656317",NA,NA,NA,24,"South Hudson Strait","Salluit",2004,6,29,"HBSC",NA,0.043526,0.602237,0.280608,0.030527,0.043101,NA,NA,NA,NA,NA,NA,18438,18563.3,-0.02044,NA,NA,NA
"S_20_00892","ddRADseq","SAMN36656318",NA,NA,"M",NA,"South Hudson Strait","Baie_Nanuttuvik",2004,7,30,"HBSC",NA,0.024323,0.590864,0.286612,0.017527,0.080673,NA,NA,NA,NA,NA,NA,18346,18539.1,-0.03154,NA,NA,NA
"S_20_00894","ddRADseq","SAMN36656319",NA,NA,"F",19,"South Hudson Strait","Ivujivik",2004,10,12,"HBSC",NA,0.090016,0.453469,0.3144,0.102618,0.039498,NA,NA,NA,NA,NA,NA,17966,17535.6,0.07531,NA,NA,NA
"S_20_00895","ddRADseq","SAMN36656320",NA,NA,"M",20,"South Hudson Strait","Ivujivik",2004,10,19,"HBSC",NA,0.067133,0.554377,0.260759,0.108527,0.009204,NA,NA,NA,NA,NA,NA,18279,18502.6,-0.03659,NA,NA,NA
"S_20_00897","ddRADseq","SAMN36656321",NA,NA,"F",42,"South Hudson Strait","Baie_Nanuttuvik",2004,7,1,"HBSC",NA,0.067838,0.444664,0.377823,0.029462,0.080213,NA,NA,NA,NA,NA,NA,18380,18169.3,0.03523,NA,NA,NA
"S_20_00898","ddRADseq","SAMN36656322",NA,NA,"M",23,"South Hudson Strait","Salluit",2004,7,1,"HBSC",NA,0.040155,0.437368,0.393206,0.056564,0.072707,NA,NA,NA,NA,NA,NA,17391,17479,-0.01557,NA,NA,NA
"S_20_00899","ddRADseq","SAMN36656323",NA,NA,"F",NA,"South Hudson Strait","Falaise_Naujaat_Akulliq",2004,7,1,"HBSC",NA,0.048332,0.463826,0.281901,0.058456,0.147484,NA,NA,NA,NA,NA,NA,18531,18531.9,-0.00014,NA,NA,NA
"S_20_00905","Both","SAMN36656327","OQ554011","Clade D","M",NA,"South Hudson Strait","Falaise_Innijuaq",2003,6,28,"HBSC","HBSC",0.079116,0.665338,0.165097,0.048119,0.04233,0.58266,0.039246,0.012054,0.079514,0.263419,0.023108,18432,18540.4,-0.0177,615550,591708.9,0.13544
"S_20_00907","ddRADseq","SAMN36656328",NA,NA,"F",25,"South Hudson Strait","Pointe_Akulivik",2003,6,26,"HBSC",NA,0.040549,0.483675,0.31565,0.043666,0.11646,NA,NA,NA,NA,NA,NA,18138,18216.5,-0.01311,NA,NA,NA
"S_20_00908","ddRADseq","SAMN36656329",NA,NA,"M",25,"South Hudson Strait","Pointe_Akulivik",2003,6,27,"HBSC",NA,0.05765,0.597831,0.204892,0.078529,0.061098,NA,NA,NA,NA,NA,NA,18258,18500.1,-0.03967,NA,NA,NA
"S_20_00912","ddRADseq","SAMN36656330",NA,NA,"M",21,"South Hudson Strait","Kangiqsujuaq",2003,6,15,"HBSC",NA,0.035013,0.582923,0.255218,0.038064,0.088781,NA,NA,NA,NA,NA,NA,18511,18556.3,-0.00739,NA,NA,NA
"S_20_00913","ddRADseq","SAMN36656331",NA,NA,"M",11,"South Hudson Strait","Kangiqsujuaq",2003,7,10,"HBSC",NA,0.071568,0.607801,0.282775,0.033855,0.004,NA,NA,NA,NA,NA,NA,18360,18549.7,-0.03097,NA,NA,NA
"S_20_00914","ddRADseq","SAMN36656332",NA,NA,"M",16,"South Hudson Strait","Kangiqsujuaq",2003,6,22,"HBSC",NA,0.041032,0.608912,0.25447,0.026195,0.069391,NA,NA,NA,NA,NA,NA,18381,18547.3,-0.02716,NA,NA,NA
"S_20_00915","ddRADseq","SAMN36656333",NA,NA,"M",14,"South Hudson Strait","Camp_Imilimmiut",2003,6,16,"HBSC",NA,0.135547,0.539372,0.281947,0.041797,0.001336,NA,NA,NA,NA,NA,NA,17153,16668.5,0.09106,NA,NA,NA
"S_20_00920","ddRADseq","SAMN36656337",NA,NA,"F",NA,"South Hudson Strait","Camp_Imilimmiut",2003,6,16,"HBSC",NA,0.084083,0.63249,0.210291,0.045965,0.027172,NA,NA,NA,NA,NA,NA,17934,18197.5,-0.04409,NA,NA,NA
"S_20_00960","ddRADseq","SAMN36656356",NA,NA,"F",30,"South Hudson Strait","Quaqtaq",2004,11,1,"LGR",NA,0.035722,0.130488,0.089971,0.00001,0.743809,NA,NA,NA,NA,NA,NA,18327,18339,-0.00198,NA,NA,NA
"S_20_00961","ddRADseq","SAMN36656357",NA,NA,"M",30,"South Hudson Strait","Quaqtaq",2004,10,28,"HBSC",NA,0.079492,0.502765,0.250128,0.073455,0.094161,NA,NA,NA,NA,NA,NA,18149,18143.3,0.00096,NA,NA,NA
"S_20_00962","ddRADseq","SAMN36656358",NA,NA,"M",29,"South Hudson Strait","Baie_Qarliik",2004,6,5,"HBSC",NA,0.005641,0.554913,0.322697,0.00001,0.116739,NA,NA,NA,NA,NA,NA,18307,18544.1,-0.03871,NA,NA,NA
"S_20_00964","ddRADseq","SAMN36656359",NA,NA,"M",NA,"South Hudson Strait","Kangiqsujuaq",2004,6,25,"HBSC",NA,0.074906,0.569786,0.319781,0.00001,0.035518,NA,NA,NA,NA,NA,NA,17916,17799.1,0.02017,NA,NA,NA
"S_20_00965","ddRADseq","SAMN36656360",NA,NA,"M",NA,"South Hudson Strait","Kangiqsujuaq",2004,6,24,"HBSC",NA,0.076891,0.541939,0.256455,0.021117,0.103599,NA,NA,NA,NA,NA,NA,17680,17798.8,-0.02047,NA,NA,NA
"S_20_00966","ddRADseq","SAMN36656361",NA,NA,"F",23,"South Hudson Strait","Kangiqsujuaq",2004,7,15,"HBSC",NA,0.103225,0.420681,0.359453,0.011413,0.105228,NA,NA,NA,NA,NA,NA,16899,16715.4,0.03458,NA,NA,NA
"S_20_00967","ddRADseq","SAMN36656362",NA,NA,"M",28,"South Hudson Strait","Kangiqsujuaq",2004,7,16,"HBSC",NA,0.097935,0.411917,0.305065,0.078665,0.106418,NA,NA,NA,NA,NA,NA,17446,17306.4,0.02494,NA,NA,NA
"S_20_00968","ddRADseq","SAMN36656363",NA,NA,"M",14,"South Hudson Strait","Ivujivik",2004,10,6,"HBSC",NA,0.135256,0.440029,0.308942,0.092051,0.023721,NA,NA,NA,NA,NA,NA,17059,16621.1,0.08335,NA,NA,NA
"S_20_00969","ddRADseq","SAMN36656364",NA,NA,"M",NA,"South Hudson Strait","Ivujivik",2004,10,20,"HBSC",NA,0.091634,0.426681,0.340508,0.094753,0.046423,NA,NA,NA,NA,NA,NA,17777,17381.5,0.07063,NA,NA,NA
"S_20_00974","ddRADseq","SAMN36656365",NA,NA,"M",NA,"South Hudson Strait","Quaqtaq",2004,10,28,"HBSC",NA,0.095672,0.586938,0.205799,0.072703,0.038887,NA,NA,NA,NA,NA,NA,17051,17225,-0.0313,NA,NA,NA
"S_20_00975","ddRADseq","SAMN36656366",NA,NA,"F",9,"South Hudson Strait","Quaqtaq",2004,10,22,"LGR",NA,0.088292,0.058525,0.137572,0.025447,0.690164,NA,NA,NA,NA,NA,NA,17495,16941.3,0.10239,NA,NA,NA
"S_20_00976","ddRADseq","SAMN36656367",NA,NA,"M",17,"South Hudson Strait","Pointe_Naujaat",2004,6,15,"HBSC",NA,0.118095,0.567626,0.268993,0.008995,0.036291,NA,NA,NA,NA,NA,NA,17540,17184.4,0.06442,NA,NA,NA
"S_20_00977","ddRADseq","SAMN36656368",NA,NA,"M",43,"South Hudson Strait","Pointe_Naujaat",2004,6,15,"HBSC",NA,0.007917,0.635408,0.337191,0.004917,0.014567,NA,NA,NA,NA,NA,NA,18380,18537.7,-0.02577,NA,NA,NA
"S_20_00978","ddRADseq","SAMN36656369",NA,NA,"F",NA,"South Hudson Strait","Quaqtaq",2004,10,13,"LGR",NA,0.044923,0.00001,0.097294,0.00001,0.857763,NA,NA,NA,NA,NA,NA,18104,17957.1,0.02503,NA,NA,NA
"S_20_00982","ddRADseq","SAMN36656370",NA,NA,"F",NA,"South Hudson Strait","Kangiqsujuaq",2003,6,18,"HBSC",NA,0.073078,0.501818,0.25973,0.033913,0.131461,NA,NA,NA,NA,NA,NA,17959,18017.4,-0.00987,NA,NA,NA
"S_20_00983","ddRADseq","SAMN36656371",NA,NA,"M",26,"South Hudson Strait","Kangiqsujuaq",2003,6,29,"HBSC",NA,0.094467,0.526855,0.203243,0.098485,0.07695,NA,NA,NA,NA,NA,NA,18168,18116.2,0.00872,NA,NA,NA
"S_20_00987","ddRADseq","SAMN36656372",NA,NA,"M",20,"South Hudson Strait","Ivujivik",2004,7,2,"HBSC",NA,0.112659,0.531808,0.293705,0.037591,0.024237,NA,NA,NA,NA,NA,NA,17942,17587.4,0.06217,NA,NA,NA
"S_20_00988","ddRADseq","SAMN36656373",NA,NA,"F",17,"South Hudson Strait","Ivujivik",2004,7,7,"HBSC",NA,0.087571,0.502558,0.273587,0.010356,0.125929,NA,NA,NA,NA,NA,NA,17607,17513.5,0.01643,NA,NA,NA
"S_20_00989","ddRADseq","SAMN36656374",NA,NA,"M",9,"South Hudson Strait","Quaqtaq",2004,10,18,"LGR",NA,0.04137,0.126251,0.083725,0.039876,0.708779,NA,NA,NA,NA,NA,NA,17744,17938.7,-0.03315,NA,NA,NA
"S_20_00990","ddRADseq","SAMN36656375",NA,NA,"F",48,"South Hudson Strait","Quaqtaq",2004,10,18,"LGR",NA,0.010588,0.00001,0.00001,0.026032,0.96336,NA,NA,NA,NA,NA,NA,18324,18556.2,-0.0379,NA,NA,NA
"S_20_00991","ddRADseq","SAMN36656376",NA,NA,NA,NA,"South Hudson Strait","Quaqtaq",2004,10,18,"LGR",NA,0.07744,0.00001,0.029106,0.00001,0.893434,NA,NA,NA,NA,NA,NA,18258,17662.6,0.10329,NA,NA,NA
"S_20_00992","ddRADseq","SAMN36656377",NA,NA,"F",16,"South Hudson Strait","Nuvuk",2003,6,18,"HBSC",NA,0.106507,0.452195,0.33239,0.056139,0.052769,NA,NA,NA,NA,NA,NA,17387,16971.6,0.07639,NA,NA,NA
"S_20_00993","ddRADseq","SAMN36656378",NA,NA,"M",8,"South Hudson Strait","Nuvuk",2003,6,23,"HBSC",NA,0.116466,0.485263,0.351915,0.017048,0.029308,NA,NA,NA,NA,NA,NA,17587,17204,0.06928,NA,NA,NA
"S_20_00995","ddRADseq","SAMN36656379",NA,NA,"F",NA,"South Hudson Strait","Pointe_Naujaat",2003,6,17,"HBSC",NA,0.064516,0.550368,0.277976,0.052054,0.055086,NA,NA,NA,NA,NA,NA,17609,17451,0.02787,NA,NA,NA
"S_20_00996","ddRADseq","SAMN36656380",NA,NA,"F",9,"South Hudson Strait","Pointe_Naujaat",2003,6,16,"HBSC",NA,0.132622,0.445235,0.241703,0.051297,0.129143,NA,NA,NA,NA,NA,NA,16963,16463.8,0.09632,NA,NA,NA
"S_20_00999","ddRADseq","SAMN36656381",NA,NA,"F",26,"South Hudson Strait","Pointe_Naujaat",2003,6,17,"HBSC",NA,0.086912,0.563113,0.250472,0.030345,0.069158,NA,NA,NA,NA,NA,NA,16209,16778.3,-0.10611,NA,NA,NA
"S_20_01000","ddRADseq","SAMN36656382",NA,NA,"F",25,"South Hudson Strait","Pointe_Naujaat",2003,6,17,"HBSC",NA,0.062803,0.569471,0.248677,0.052728,0.06632,NA,NA,NA,NA,NA,NA,17697,17575.2,0.02142,NA,NA,NA
"S_20_01001","ddRADseq","SAMN36656383",NA,NA,"F",22,"South Hudson Strait","Kangiqsujuaq",2003,6,21,"HBSC",NA,0.030732,0.542416,0.333841,0.020436,0.072575,NA,NA,NA,NA,NA,NA,18106,18134.6,-0.0048,NA,NA,NA
"S_20_01003","ddRADseq","SAMN36656385",NA,NA,"F",53,"South Hudson Strait","Tupirvikallak",2003,6,22,"HBSC",NA,0.073276,0.51383,0.280621,0.05669,0.075583,NA,NA,NA,NA,NA,NA,18298,18175,0.02057,NA,NA,NA
"S_20_01004","ddRADseq","SAMN36656386",NA,NA,"M",NA,"South Hudson Strait","Baie_Kangituuq",2003,6,8,"HBSC",NA,0.085824,0.504918,0.204436,0.098925,0.105897,NA,NA,NA,NA,NA,NA,16983,17411.3,-0.07603,NA,NA,NA
"S_20_01009","ddRADseq","SAMN36656387",NA,NA,"F",24,"South Hudson Strait","Nuvuk",2003,6,18,"HBSC",NA,0.005502,0.549573,0.257102,0.066817,0.121006,NA,NA,NA,NA,NA,NA,18212,18462.4,-0.04115,NA,NA,NA
"S_20_01010","ddRADseq","SAMN36656388",NA,NA,"F",16,"South Hudson Strait","Nuvuk",2003,6,15,"HBSC",NA,0.080979,0.575742,0.304681,0.008761,0.029837,NA,NA,NA,NA,NA,NA,18018,18006.4,0.00196,NA,NA,NA
"S_20_01016","ddRADseq","SAMN36656392",NA,NA,"F",14,"South Hudson Strait","Camp_Imilimmiut",2003,6,25,"HBSC",NA,0.017463,0.60185,0.243485,0.046997,0.090206,NA,NA,NA,NA,NA,NA,18381,18476.3,-0.01563,NA,NA,NA
"S_20_01017","ddRADseq","SAMN36656393",NA,NA,"M",NA,"South Hudson Strait","Camp_Imilimmiut",2003,6,25,"HBSC",NA,0.097745,0.560654,0.30338,0.021327,0.016895,NA,NA,NA,NA,NA,NA,18041,17768.6,0.04693,NA,NA,NA
"S_20_01020","ddRADseq","SAMN36656396",NA,NA,NA,25,"South Hudson Strait","Camp_Imilimmiut",2003,NA,NA,"HBSC",NA,0.033438,0.579787,0.271985,0.03041,0.084379,NA,NA,NA,NA,NA,NA,18258,18381.5,-0.02041,NA,NA,NA
"S_20_01023","ddRADseq","SAMN36656399",NA,NA,"F",16,"South Hudson Strait","Quaqtaq",2003,7,29,"HBSC",NA,0.092425,0.409775,0.377998,0.02543,0.094372,NA,NA,NA,NA,NA,NA,17577,17571.6,0.00094,NA,NA,NA
"S_20_01025","ddRADseq","SAMN36656400",NA,NA,"M",NA,"South Hudson Strait","Quaqtaq",2003,NA,NA,"HBSC",NA,0.065509,0.487126,0.268224,0.059587,0.119553,NA,NA,NA,NA,NA,NA,17878,17918.1,-0.00686,NA,NA,NA
"S_20_01026","ddRADseq","SAMN36656401",NA,NA,"M",19,"South Hudson Strait","Camp_Imilimmiut",2003,6,17,"HBSC",NA,0.055258,0.524106,0.324401,0.01629,0.079945,NA,NA,NA,NA,NA,NA,18124,18341.5,-0.03596,NA,NA,NA
"S_20_01028","ddRADseq","SAMN36656402",NA,NA,"M",22,"South Hudson Strait","Kangiqsujuaq",2003,6,30,"HBSC",NA,0.030503,0.5359,0.237686,0.076508,0.119403,NA,NA,NA,NA,NA,NA,18136,18243.9,-0.01798,NA,NA,NA
"S_20_01083","ddRADseq","SAMN36656434",NA,NA,"M",NA,"South Hudson Strait","Digges_Islands",2001,10,22,"HBSC",NA,0.044132,0.539366,0.238854,0.056711,0.120937,NA,NA,NA,NA,NA,NA,18394,18562.5,-0.02748,NA,NA,NA
"S_20_01084","ddRADseq","SAMN36656435",NA,NA,"M",26,"South Hudson Strait","Digges_Islands",2001,10,17,"HBSC",NA,0.094184,0.491811,0.299837,0.037585,0.076583,NA,NA,NA,NA,NA,NA,17762,17613.5,0.026,NA,NA,NA
"S_20_01086","ddRADseq","SAMN36656436",NA,NA,"M",20,"South Hudson Strait","Digges_Islands",2001,10,22,"HBSC",NA,0.064473,0.577025,0.215791,0.090465,0.052246,NA,NA,NA,NA,NA,NA,18169,18248.1,-0.01319,NA,NA,NA
"S_20_01087","ddRADseq","SAMN36656437",NA,NA,"M",20,"South Hudson Strait","Digges_Islands",2001,10,23,"HBSC",NA,0.028238,0.621624,0.236399,0.060861,0.052879,NA,NA,NA,NA,NA,NA,18451,18558,-0.01746,NA,NA,NA
"S_20_01088","ddRADseq","SAMN36656438",NA,NA,"F",10,"South Hudson Strait","Digges_Islands",2001,10,23,"HBSC",NA,0.057273,0.575144,0.287313,0.025656,0.054615,NA,NA,NA,NA,NA,NA,18194,18238.9,-0.0075,NA,NA,NA
"S_20_01090","ddRADseq","SAMN36656439",NA,NA,"F",8,"South Hudson Strait","Nuvuk_Islands",2001,10,21,"LGR",NA,0.069626,0.00001,0.00001,0.00001,0.930344,NA,NA,NA,NA,NA,NA,17244,16835.7,0.07557,NA,NA,NA
"S_20_01091","ddRADseq","SAMN36656440",NA,NA,"F",11,"South Hudson Strait","Nuvuk_Islands",2001,10,21,"LGR",NA,0.066366,0.093266,0.135177,0.00001,0.705181,NA,NA,NA,NA,NA,NA,17888,17344.3,0.0963,NA,NA,NA
"S_20_01092","ddRADseq","SAMN36656441",NA,NA,"M",16,"South Hudson Strait","Digges_Islands",2001,10,23,"HBSC",NA,0.053015,0.600907,0.186904,0.048709,0.110465,NA,NA,NA,NA,NA,NA,17255,17934.4,-0.11565,NA,NA,NA
"S_20_01093","ddRADseq","SAMN36656442",NA,NA,"F",25,"South Hudson Strait","Digges_Islands",2001,10,23,"HBSC",NA,0.069066,0.564371,0.252662,0.010066,0.103834,NA,NA,NA,NA,NA,NA,18414,18460.4,-0.00763,NA,NA,NA
"S_20_01094","ddRADseq","SAMN36656443",NA,NA,"M",21,"South Hudson Strait","Digges_Islands",2001,10,23,"HBSC",NA,0.075656,0.540536,0.286834,0.059789,0.037185,NA,NA,NA,NA,NA,NA,17947,18007.8,-0.01032,NA,NA,NA
"S_20_01101","ddRADseq","SAMN36656449",NA,NA,"M",11,"South Hudson Strait","Digges_Islands",2001,10,20,"HBSC",NA,0.119848,0.443924,0.346522,0.036783,0.052924,NA,NA,NA,NA,NA,NA,17332,16981.7,0.06442,NA,NA,NA
