"ID_GQ","Q1","Q2","Q3","Q4","K","Region1","Location","Year","Month","Day"
"S_20_01706",0.476927,0.523073,NA,NA,2,"SEH","Lac_Tasiujaq",2009,7,7
"S_20_01707",0.397975,0.602025,NA,NA,2,"SEH","Baie_Kilualuk",2007,8,5
"S_20_01708",1e-05,0.99999,NA,NA,2,"SEH","Baie_Kilualuk",2007,8,8
"S_20_01709",0.21602,0.78398,NA,NA,2,"SEH","Lac_Tasiujaq",2009,7,7
"S_20_01765",0.44464,0.55536,NA,NA,2,"SEH","Nastapoka_River",1994,8,NA
"S_20_01781",0.4149,0.5851,NA,NA,2,"SLE","LAnse_au_Loup",2009,7,12
"S_20_01784",0.491124,0.508876,NA,NA,2,"SEH","Nastapoka_River",1994,8,NA
"S_20_01791",0.464971,0.535029,NA,NA,2,"SEH","Nastapoka_River",1994,8,NA
"S_20_01792",0.222797,0.777203,NA,NA,2,"SEH","Nastapoka_River",1994,8,NA
"S_20_01801",0.418713,0.581287,NA,NA,2,"SEH","Nastapoka_Sound",2001,8,7
"S_20_01803",0.352549,0.647451,NA,NA,2,"SEH","Nastapoka_Sound",2001,8,3
"S_20_01863",0.520704,0.479296,NA,NA,2,"SEH","Kuujjuarapik",1990,NA,NA
"S_20_01866",0.414261,0.585739,NA,NA,2,"SHS","Baie_Kangiararjuk",1994,10,19
"S_20_01873",0.750355,0.249645,NA,NA,2,"SEH","Kuujjuarapik",1993,NA,NA
"S_20_01874",0.423558,0.576442,NA,NA,2,"UNG","Baie_Ungavatuaq",1994,8,16
"S_20_01878",0.55612,0.44388,NA,NA,2,"UNG","Baie_Ungavatuaq",1994,8,16
"S_20_01882",0.454827,0.545173,NA,NA,2,"SHS","Kangirsuapik",1994,10,17
"S_20_01883",0.48845,0.51155,NA,NA,2,"SHS","Kangirsuapik",1994,10,17
"S_20_01896",0.435732,0.564268,NA,NA,2,"UNG","Aupaluk",1999,7,21
"S_20_01899",0.448169,0.551831,NA,NA,2,"SHS","Wales_Island",1999,7,5
"S_20_01900",0.524507,0.475493,NA,NA,2,"SHS","Tupirvikallak",1999,6,18
"S_20_01904",0.424358,0.575642,NA,NA,2,"UNG","Aupaluk",1999,7,2
"S_20_01906",0.368695,0.631305,NA,NA,2,"UNG","Aupaluk",1999,7,15
"S_20_01920",0.479719,0.520281,NA,NA,2,"SHS","Ivujivik",1999,6,25
"S_20_01933",0.446348,0.553652,NA,NA,2,"UNG","Aupaluk",1999,7,2
"S_20_01935",0.514993,0.485007,NA,NA,2,"SHS","Baie_Kangiararjuk",1999,7,6
"S_20_01938",0.454587,0.545413,NA,NA,2,"UNG","Tasiujaq",1999,7,15
"S_20_01939",0.411606,0.588394,NA,NA,2,"UNG","Tasiujaq",1999,7,28
"S_20_01942",0.432211,0.567789,NA,NA,2,"UNG","Tasiujaq",1999,7,27
"S_20_01947",0.481489,0.518511,NA,NA,2,"SHS","Quaqtaq",2001,10,22
"S_20_01949",0.63994,0.36006,NA,NA,2,"SHS","Quaqtaq",2001,10,22
"S_20_01985",0.555706,0.444294,NA,NA,2,"UNG","Tasiujaq",2010,7,12
"S_20_01986",0.390836,0.609164,NA,NA,2,"UNG","Tasiujaq",2010,8,12
"S_20_01991",0.543141,0.456859,NA,NA,2,"UNG","Kangiqsualujjuaq",2010,8,16
"S_20_02070",0.448295,0.551705,NA,NA,2,"NEH","Akulivik",2017,10,24
"S_20_02083",0.491202,0.508798,NA,NA,2,"SEH","Island_Anderson",2017,6,22
"S_20_02100",0.43379,0.56621,NA,NA,2,"NEH","Akulivik",2018,10,29
"S_20_02102",0.491121,0.508879,NA,NA,2,"NEH","Akulivik",2018,10,20
"S_20_02103",0.411371,0.588629,NA,NA,2,"NEH","Pointe_Qikirtaujaq",2018,10,16
"S_20_02104",0.377114,0.622886,NA,NA,2,"SEH","Kuujjuarapik",2018,7,7
"S_20_02109",0.551974,0.448026,NA,NA,2,"UNG","Tasiujaq",2018,7,14
"S_20_02110",0.517596,0.482404,NA,NA,2,"UNG","Island_Qulluvik",2018,7,1
"S_20_02115",0.619836,0.380164,NA,NA,2,"UNG","Islands_Pakkiviit",2018,7,22
"S_20_02173",0.436199,0.563801,NA,NA,2,"SEH","Umiujaq",2002,6,18
"S_20_02182",0.453184,0.546816,NA,NA,2,"UNG","Pointe_Tikiraq",2002,6,28
"S_20_02239",0.434214,0.565786,NA,NA,2,"SHS","Island_Naujaaraarjuq",2015,6,26
"S_20_02240",0.402617,0.597383,NA,NA,2,"SHS","Island_Naujaaraarjuq",2015,6,27
"S_20_02242",0.390236,0.609764,NA,NA,2,"SHS","Island_Naujaaraarjuq",2015,6,27
"S_20_02252",0.384425,0.615575,NA,NA,2,"SHS","Pointe_Arvavik",2015,6,23
"S_20_02254",0.419003,0.580997,NA,NA,2,"SHS","Island_Naujaaraarjuq",2015,6,23
"S_20_02255",0.529739,0.470261,NA,NA,2,"UNG","Cap_Qalirusiq",2015,7,11
"S_20_02256",0.429723,0.570277,NA,NA,2,"UNG","Tasiujaq",2015,7,27
"S_20_02257",0.727942,0.272058,NA,NA,2,"UNG","Cap_Qalirusiq",2015,7,11
"S_20_02258",0.466585,0.533415,NA,NA,2,"UNG","Baie_Ungavatuaq",2015,7,4
"S_20_02261",0.48021,0.51979,NA,NA,2,"UNG","Pointe_Tikiraq",2015,6,26
"S_20_02262",0.411969,0.588031,NA,NA,2,"UNG","Pointe_Umiannguaq",2015,7,3
"S_20_02285",0.524452,0.475548,NA,NA,2,"SHS","Pointe_Naujaat",2004,6,15
"S_20_02350",0.654039,0.345961,NA,NA,2,"UNG","Baie_Ungavatuaq",2018,7,20
"S_20_02352",0.489276,0.510724,NA,NA,2,"UNG","Aupaluk",2018,7,17
"S_20_02354",0.513892,0.486108,NA,NA,2,"UNG","Kangirsuk",2018,6,28
"S_20_02355",0.50098,0.49902,NA,NA,2,"UNG","Island_Qulluvik",2018,7,9
"S_20_02362",0.409188,0.590812,NA,NA,2,"NEH","Akulivik",2018,10,20
"S_20_02364",0.608348,0.391652,NA,NA,2,"UNG","Tasiujaq",2018,7,11
"S_20_02365",0.429426,0.570574,NA,NA,2,"UNG","Aupaluk",2018,7,7
"S_20_02373",0.453485,0.546515,NA,NA,2,"NEH","Akulivik",2018,10,20
"S_20_02374",0.507221,0.492779,NA,NA,2,"NEH","Akulivik",2018,10,20
"S_20_02375",0.514651,0.485349,NA,NA,2,"SEH","Inukjuak",2018,6,23
"S_20_02380",0.626811,0.373189,NA,NA,2,"UNG","Tasiujaq",2018,7,10
"S_20_02383",0.714229,0.285771,NA,NA,2,"UNG","Tasiujaq",2018,7,10
"S_20_02385",0.62531,0.37469,NA,NA,2,"UNG","Cap_Qalirusiq",2018,7,14
"S_20_02386",0.629105,0.370895,NA,NA,2,"UNG","Tasiujaq",2018,7,7
"S_20_02387",0.657303,0.342697,NA,NA,2,"UNG","Cap_Qalirusiq",2018,7,9
"S_20_02388",0.609495,0.390505,NA,NA,2,"UNG","Tasiujaq",2018,7,11
"S_20_02389",0.691875,0.308125,NA,NA,2,"UNG","Cap_Qalirusiq",2018,7,10
"S_20_02390",0.511545,0.488455,NA,NA,2,"UNG","Cap_Qalirusiq",2018,7,13
"S_20_02391",0.555507,0.444493,NA,NA,2,"UNG","Aupaluk",2018,7,7
"S_20_02392",0.609761,0.390239,NA,NA,2,"UNG","Island_Qulluvik",2018,7,6
"S_20_02393",0.725618,0.274382,NA,NA,2,"UNG","Island_Qulluvik",2018,7,6
"S_20_02394",0.495966,0.504034,NA,NA,2,"UNG","Island_Qulluvik",2018,7,2
"S_20_02537",0.28314,0.71686,NA,NA,2,"SHS","Camp_Imilimmiut",2004,7,7
"S_20_02539",0.472885,0.527115,NA,NA,2,"SHS","Camp_Imilimmiut",2004,7,7
"S_20_02540",0.740296,0.259704,NA,NA,2,"SHS","Camp_Imilimmiut",2004,7,7
"S_20_02582",0.438377,0.561623,NA,NA,2,"UNG","Aupaluk",2017,7,23
"S_20_02591",0.383069,0.616931,NA,NA,2,"UNG","Tasiujaq",2017,8,5
"S_20_02608",0.523268,0.476732,NA,NA,2,"UNG","Kuujjuaq",2017,7,2
"S_20_02609",0.422692,0.577308,NA,NA,2,"UNG","Tasiujaq",2017,7,4
"S_20_02610",0.611637,0.388363,NA,NA,2,"UNG","Tasiujaq",2017,9,8
"S_20_02611",0.506345,0.493655,NA,NA,2,"UNG","Tasiujaq",2017,6,29
"S_20_02612",0.473679,0.526321,NA,NA,2,"UNG","Tasiujaq",2017,7,12
"S_20_02633",0.380666,0.619334,NA,NA,2,"UNG","Baie_Ungavatuaq",2016,7,20
"S_20_02634",0.414591,0.585409,NA,NA,2,"UNG","Tasiujaq",2016,7,12
"S_20_02635",0.877587,0.122413,NA,NA,2,"UNG","Baie_Ungavatuaq",2016,7,27
"S_20_02636",0.391345,0.608655,NA,NA,2,"UNG","Tasiujaq",2016,7,12
"S_20_02659",0.479505,0.520495,NA,NA,2,"SEH","Lac_Tasiujaq",2015,NA,NA
"S_20_02664",0.524769,0.475231,NA,NA,2,"SEH","Umiujaq",2007,7,16
"S_20_02714",0.430817,0.569183,NA,NA,2,"UNG","Kangiqsualujjuaq",2007,7,23
"S_20_02715",0.408003,0.591997,NA,NA,2,"UNG","Kangiqsualujjuaq",2007,7,22
"S_20_02726",0.389105,0.610895,NA,NA,2,"UNG","Baie_Ungavatuaq",2007,7,17
"S_20_02727",0.392865,0.607135,NA,NA,2,"UNG","Pointe_Tikiraq",2007,6,22
"S_20_02728",0.533924,0.466076,NA,NA,2,"UNG","Pointe_Tikiraq",2007,6,22
"S_20_02808",0.479879,0.520121,NA,NA,2,"NEH","Akulivik",2009,5,10
"S_20_02809",0.498101,0.501899,NA,NA,2,"NEH","Akulivik",2009,5,10
"S_20_02848",0.479671,0.520329,NA,NA,2,"SEH","Inukjuak",2007,8,11
"S_20_02849",0.369568,0.630432,NA,NA,2,"SEH","Baie_Kilualuk",2007,7,24
"S_20_02908",0.535399,0.464601,NA,NA,2,"UNG","Island_Qulluvik",2018,7,7
"S_20_02910",0.550064,0.449936,NA,NA,2,"UNG","Island_Qulluvik",2018,7,2
"S_20_02911",0.631214,0.368786,NA,NA,2,"UNG","Island_Qulluvik",2018,6,29
"S_20_02912",0.601247,0.398753,NA,NA,2,"UNG","Island_Qulluvik",2018,6,24
"S_20_02916",0.529728,0.470272,NA,NA,2,"UNG","Island_Qulluvik",2018,6,29
"S_20_02917",0.381043,0.618957,NA,NA,2,"UNG","Island_Qulluvik",2018,6,24
"S_20_02957",0.423067,0.576933,NA,NA,2,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",1998,8,5
"S_20_02958",1e-05,0.99999,NA,NA,2,"SEH","Nastapoka_River",1998,8,9
"S_20_02961",0.167219,0.832781,NA,NA,2,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",1998,8,5
"S_20_02963",0.362586,0.637414,NA,NA,2,"SEH","Nastapoka_Sound",1999,8,3
"S_20_02964",0.54827,0.45173,NA,NA,2,"SEH","Nastapoka_Sound",1999,8,3
"S_20_02965",1e-05,0.99999,NA,NA,2,"SEH","Nastapoka_Sound",1999,8,3
"S_20_02966",0.409819,0.590181,NA,NA,2,"SEH","Nastapoka_Sound",1999,8,3
"S_20_03033",0.536921,0.463079,NA,NA,2,"SEH","Nastapoka_Sound",2001,8,1
"S_20_03034",0.449775,0.550225,NA,NA,2,"SEH","Nastapoka_Sound",2001,8,3
"S_20_03035",0.466821,0.533179,NA,NA,2,"SEH","Nastapoka_Sound",2001,8,3
"S_20_03036",0.448416,0.551584,NA,NA,2,"SEH","Nastapoka_Sound",2001,8,3
"S_20_03037",0.429472,0.570528,NA,NA,2,"SEH","Nastapoka_Sound",2001,8,3
"S_20_03039",0.529941,0.470059,NA,NA,2,"UNG","Qarmait",2001,6,20
"S_20_03054",0.716214,0.283786,NA,NA,2,"SEH","Umiujaq",2010,6,1
"S_20_03055",0.708003,0.291997,NA,NA,2,"SEH","Umiujaq",2010,10,1
"S_20_03056",0.613176,0.386824,NA,NA,2,"SEH","Umiujaq",2010,6,1
"S_20_03083",0.384531,0.615469,NA,NA,2,"SEH","Inukjuak",1997,8,4
"S_20_03084",0.392609,0.607391,NA,NA,2,"SEH",NA,1997,8,5
"S_20_03086",0.461984,0.538016,NA,NA,2,"SEH","Nastapoka_Sound",1997,8,4
"S_20_03088",0.364488,0.635512,NA,NA,2,"SEH","Inukjuak",1997,8,4
"S_20_03090",0.418504,0.581496,NA,NA,2,"SEH","Inukjuak",1997,8,4
"S_20_03091",0.453829,0.546171,NA,NA,2,"SEH","Nastapoka_River",1997,8,5
"S_20_03092",0.500453,0.499547,NA,NA,2,"UNG","Baie_Qirnituup",1997,7,12
"S_20_03095",0.428153,0.571847,NA,NA,2,"UNG","Baie_Qirnituup",1997,7,7
"S_20_03096",0.547178,0.452822,NA,NA,2,"UNG","Baie_Qirnituup",1997,7,7
"S_20_03098",0.299164,0.700836,NA,NA,2,"SEH","Umiujaq",1997,NA,NA
"S_20_03100",0.201705,0.798295,NA,NA,2,"SEH","Umiujaq",1997,NA,NA
"S_20_03118",0.483122,0.516878,NA,NA,2,"UNG","Kuujjuaq",1997,7,26
"S_20_03180",1e-05,0.99999,NA,NA,2,"SEH","Nastapoka_Sound",2001,8,4
"S_20_03181",0.036315,0.963685,NA,NA,2,"SEH","Nastapoka_Sound",2001,8,7
"S_20_03182",0.077191,0.922809,NA,NA,2,"SEH","Nastapoka_Sound",2001,8,7
"S_20_03183",0.417218,0.582782,NA,NA,2,"SEH","Nastapoka_River",2000,8,10
"S_20_03185",0.503999,0.496001,NA,NA,2,"SEH","Nastapoka_River",2000,8,10
"S_20_03186",0.460733,0.539267,NA,NA,2,"SEH","Nastapoka_River",2000,8,10
"S_20_03195",0.564187,0.435813,NA,NA,2,"UNG","Kuujjuaq",1998,7,11
"S_20_03203",0.49002,0.50998,NA,NA,2,"NEH","Puvirnituq",1998,10,16
"S_20_03207",0.431932,0.568068,NA,NA,2,"SEH","Nastapoka_Sound",1998,8,9
"S_20_03210",0.37908,0.62092,NA,NA,2,"NEH","Puvirnituq",1998,10,16
"S_20_03212",0.63917,0.36083,NA,NA,2,"NEH","Puvirnituq",1998,10,16
"S_20_03218",0.507298,0.492702,NA,NA,2,"SEH","Kuujjuarapik",1998,7,17
"S_20_03229",0.443188,0.556812,NA,NA,2,"SEH","Nastapoka_River",1998,8,1
"S_20_03231",0.260578,0.739422,NA,NA,2,"SEH","Nastapoka_River",1998,8,9
"S_20_03341",0.408679,0.591321,NA,NA,2,"NEH","Puvirnituq",2007,10,16
"S_20_03345",0.052099,0.947901,NA,NA,2,"SEH","Lac_Tasiujaq",2008,6,26
"S_20_03419",0.44699,0.55301,NA,NA,2,"SEH",NA,2016,8,14
"S_20_03476_rep",0.489154,0.510846,NA,NA,2,"SLE","Rimouski_est",2011,5,19
"S_20_03486",0.459504,0.540496,NA,NA,2,"NHS","Lake_Harbour_Kimmirut",1992,5,28
"S_20_03506",0.362191,0.637809,NA,NA,2,"SWH","Nelson_River",2004,7,27
"S_20_03508",0.63415,0.36585,NA,NA,2,"NWH","Churchill",1992,7,4
"S_20_03512",0.660824,0.339176,NA,NA,2,"NWH","Churchill",2015,7,14
"S_20_03514",0.644102,0.355898,NA,NA,2,"NWH","Churchill",2015,7,11
"S_20_03515",0.807781,0.192219,NA,NA,2,"NWH","Churchill",2015,7,12
"S_20_03516",0.684146,0.315854,NA,NA,2,"NWH","Churchill",2015,7,14
"S_20_03517",0.812304,0.187696,NA,NA,2,"NWH","Churchill",2015,8,8
"S_20_03519",0.719433,0.280567,NA,NA,2,"NWH","Churchill",2015,7,10
"S_20_03520",0.70572,0.29428,NA,NA,2,"NWH","Churchill",2015,7,10
"S_20_03521",0.752508,0.247492,NA,NA,2,"NWH","Churchill",2015,7,14
"S_20_03525",0.530287,0.469713,NA,NA,2,"SEH","Nastapoka_River",1994,8,16
"S_20_03527",0.482888,0.517112,NA,NA,2,"SEH","Baie_Kilualuk",2007,8,5
"S_20_03528",0.423531,0.576469,NA,NA,2,"SEH","Inukjuak",2010,7,NA
"S_20_03572",0.4762,0.5238,NA,NA,2,"FRB","Iqaluit",1991,7,23
"S_20_03573",0.487734,0.512266,NA,NA,2,"FRB","Iqaluit",1992,6,8
"S_20_03577",0.484526,0.515474,NA,NA,2,"NHS","Kimmirut",1989,7,10
"S_20_03582",0.456224,0.543776,NA,NA,2,"FRB","Iqaluit",1991,7,15
"S_20_03583",0.411672,0.588328,NA,NA,2,"FRB","Iqaluit",1992,6,19
"S_20_03585",0.449066,0.550934,NA,NA,2,"NHS","Lake_Harbour_Kimmirut",1992,10,11
"S_20_03586",0.29901,0.70099,NA,NA,2,"NHS","Kimmirut",1989,6,24
"S_20_03587",0.365279,0.634721,NA,NA,2,"NHS","Kimmirut",1992,10,11
"S_20_03588",0.476997,0.523003,NA,NA,2,"NHS","Kimmirut",1991,11,7
"S_20_03590",0.428448,0.571552,NA,NA,2,"FRB","Iqaluit",1992,7,30
"S_20_03591",0.394758,0.605242,NA,NA,2,"FRB","Iqaluit",1992,7,3
"S_20_03592",0.360207,0.639793,NA,NA,2,"FRB","Iqaluit",1992,8,25
"S_20_03593",0.539784,0.460216,NA,NA,2,"NHS","Lake_Harbour_Kimmirut",1992,10,11
"S_20_03595",0.447544,0.552456,NA,NA,2,"NHS","Kimmirut",1992,10,11
"S_20_03598",0.375927,0.624073,NA,NA,2,"FRB","Iqaluit",1992,7,3
"S_20_03599",0.388384,0.611616,NA,NA,2,"NHS","Lake_Harbour_Kimmirut",1992,10,17
"S_20_03600",0.296135,0.703865,NA,NA,2,"NHS","Kimmirut",1989,6,24
"S_20_03601",0.430693,0.569307,NA,NA,2,"NHS","Kimmirut",1989,6,24
"S_20_03605",0.45793,0.54207,NA,NA,2,"FRB","Iqaluit",1992,6,5
"S_20_03606",0.468318,0.531682,NA,NA,2,"FRB","Iqaluit",1992,6,14
"S_20_03607",0.487307,0.512693,NA,NA,2,"NHS","Kimmirut",1991,11,7
"S_20_03613",0.406708,0.593292,NA,NA,2,"FRB","Iqaluit",1992,6,5
"S_20_03614",0.4848,0.5152,NA,NA,2,"FRB","Iqaluit",1992,6,9
"S_20_03617",0.402624,0.597376,NA,NA,2,"NHS","Kimmirut",1989,7,13
"S_20_03618",0.392281,0.607719,NA,NA,2,"NHS","Kimmirut",1990,7,10
"S_20_03623",0.523254,0.476746,NA,NA,2,"FRB","Iqaluit",1992,6,4
"S_20_03625",0.577986,0.422014,NA,NA,2,"NHS","Lake_Harbour_Kimmirut",1992,10,9
"S_20_03626",0.423721,0.576279,NA,NA,2,"NHS","Lake_Harbour_Kimmirut",1992,10,11
"S_20_03627",0.433865,0.566135,NA,NA,2,"NHS","Kimmirut",1989,7,1
"S_20_03628",0.424737,0.575263,NA,NA,2,"NHS","Kimmirut",1991,10,17
"S_20_03630",0.461761,0.538239,NA,NA,2,"FRB","Iqaluit",1991,7,7
"S_20_03631",0.403488,0.596512,NA,NA,2,"FRB","Iqaluit",1992,7,3
"S_20_03633",0.453472,0.546528,NA,NA,2,"NHS","Lake_Harbour_Kimmirut",1992,10,11
"S_20_03634",0.392957,0.607043,NA,NA,2,"NHS","Lake_Harbour_Kimmirut",1992,10,11
"S_20_03636",0.437076,0.562924,NA,NA,2,"NHS","Kimmirut",1991,10,17
"S_20_03649",0.396126,0.603874,NA,NA,2,"NEH","Akulivik",1999,10,19
"S_20_03655",0.395344,0.604656,NA,NA,2,"SEH","Island_Anderson",2017,6,22
"S_20_03658",1e-05,0.99999,NA,NA,2,"SEH","Nastapoka_Sound",2001,8,4
"S_20_00603",1e-05,1e-05,0.99998,NA,3,"NWH","Arviat",2003,8,NA
"S_20_00604",0.420674,0.06552,0.513806,NA,3,"NWH","Arviat",2003,8,NA
"S_20_00605",0.707129,0.07517,0.217702,NA,3,"NWH","Arviat",2003,8,NA
"S_20_00606",0.157073,0.030677,0.81225,NA,3,"NWH","Arviat",2003,8,17
"S_20_00607",0.612003,0.114959,0.273038,NA,3,"NWH","Arviat",2003,8,17
"S_20_00608",0.630563,0.082853,0.286584,NA,3,"NWH","Arviat",2003,8,NA
"S_20_00609",0.554781,0.122762,0.322457,NA,3,"NWH","Arviat",2003,8,17
"S_20_00610",0.405986,1e-05,0.594004,NA,3,"NWH","Arviat",2003,8,NA
"S_20_00611",0.154725,0.185216,0.660059,NA,3,"NWH","Arviat",2003,8,9
"S_20_00614",0.411874,0.023355,0.564772,NA,3,"NWH","Arviat",2003,8,14
"S_20_00615",0.180207,0.141644,0.678148,NA,3,"NWH","Arviat",2003,8,9
"S_20_00616",0.091394,0.037072,0.871534,NA,3,"NWH","Arviat",2003,8,14
"S_20_00617",0.435245,0.077153,0.487602,NA,3,"NWH","Arviat",2003,8,13
"S_20_00618",0.314705,0.024085,0.66121,NA,3,"NWH","Arviat",2003,8,17
"S_20_00625",0.284276,0.088688,0.627037,NA,3,"BEL","Sanikiluaq",2003,7,NA
"S_20_00626_rep",0.291688,0.384607,0.323704,NA,3,"BEL","Sanikiluaq",2003,7,8
"S_20_00627",0.2694,0.100366,0.630234,NA,3,"BEL","Wiegand_Island",2003,7,7
"S_20_00628",0.279929,0.09341,0.626661,NA,3,"BEL","Wiegand_Island",2003,7,7
"S_20_00629",0.59667,0.151704,0.251626,NA,3,"SWH","Nelson_River",2004,7,24
"S_20_00630",0.349921,0.130788,0.519291,NA,3,"SWH","Nelson_River",2004,7,25
"S_20_00632",0.619725,0.090575,0.289701,NA,3,"SWH","Nelson_River",2004,7,27
"S_20_00633",0.212507,0.142981,0.644513,NA,3,"SWH","Nelson_River",2005,7,30
"S_20_00635",0.580025,0.118679,0.301296,NA,3,"SHS","Kangiqsujuaq",2004,7,22
"S_20_00636",0.645982,0.117133,0.236885,NA,3,"SHS","Falaise_Innijuaq",2004,7,2
"S_20_00638",0.686195,0.076096,0.237709,NA,3,"SHS","Falaise_Innijuaq",2004,7,1
"S_20_00639",0.612507,0.100966,0.286527,NA,3,"SHS","Baie_Nanuttuvik",2004,6,30
"S_20_00640",0.657697,0.038845,0.303458,NA,3,"SHS","Salluit_Fjord",2004,6,30
"S_20_00642",0.622716,0.134997,0.242287,NA,3,"NHB","Coral_Harbour",1993,7,25
"S_20_00643",0.675184,0.06783,0.256985,NA,3,"NHB","Coral_Harbour",1993,7,27
"S_20_00644",0.709898,0.089728,0.200374,NA,3,"NHB","Coral_Harbour",1993,7,26
"S_20_00645",0.701641,0.049691,0.248668,NA,3,"NHB","Coral_Harbour",1993,7,26
"S_20_00646_rep",0.702396,0.074307,0.223297,NA,3,"UNG","Anse_Inussujuaq_Misaqvik",2001,7,20
"S_20_00647_rep",0.756054,0.077236,0.16671,NA,3,"UNG","Anse_Inussujuaq_Misaqvik",2001,7,19
"S_20_00649",0.856385,0.138877,0.004738,NA,3,"UNG","Aupaluk",2001,7,5
"S_20_00650",0.634193,0.166845,0.198962,NA,3,"UNG","Aupaluk",2001,7,5
"S_20_00652",0.349519,0.210237,0.440244,NA,3,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2003,7,23
"S_20_00653",0.538696,0.157147,0.304156,NA,3,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2003,7,27
"S_20_00654",0.21438,0.196949,0.588671,NA,3,"NWH","Arviat_west of McConnel River",1999,8,11
"S_20_00656",1e-05,1e-05,0.99998,NA,3,"NWH","Arviat",1999,8,11
"S_20_00658",1e-05,1e-05,0.99998,NA,3,"NWH","Arviat_McConnel River",1999,8,11
"S_20_00660",0.705615,0.085022,0.209363,NA,3,"CSB","Pangnirtung",2005,8,3
"S_20_00664",0.683634,0.12213,0.194237,NA,3,"CSB","Pangnirtung_Bon_Accord",2005,8,4
"S_20_00665",0.870789,0.050546,0.078666,NA,3,"CSB","Pangnirtung_Imilit",2006,6,30
"S_20_00676",0.297166,0.045937,0.656897,NA,3,"NWH","Churchill",1992,7,5
"S_20_00678",0.214102,0.130123,0.655776,NA,3,"NWH","Churchill",1992,7,4
"S_20_00681",1e-05,1e-05,0.99998,NA,3,"NWH","Arviat_McConnel River",1999,8,11
"S_20_00683",0.658472,0.070568,0.270959,NA,3,"NWH","Arviat_Sentry Island",1999,8,11
"S_20_00684",0.501244,0.100183,0.398573,NA,3,"NWH","Chesterfield_Inlet_Baker Foreland",1997,8,17
"S_20_00685",0.022724,1e-05,0.977266,NA,3,"NWH","Chesterfield_Inlet_Josephine_River",1999,8,22
"S_20_00686",1e-05,1e-05,0.99998,NA,3,"NWH","Chesterfield_Inlet_Josephine_River",1999,8,22
"S_20_00687",0.668255,0.086411,0.245334,NA,3,"NWH","Arviat_McConnel River",1999,8,11
"S_20_00690",0.708369,0.056943,0.234688,NA,3,"CSB","Pangnirtung",2005,7,9
"S_20_00692",0.708441,0.104971,0.186589,NA,3,"CSB","Pangnirtung_Tarriunittuq_Bay",2005,8,3
"S_20_00701",0.806333,0.186788,0.006879,NA,3,"CSB","Pangnirtung",2005,7,12
"S_20_00713",1e-05,0.080783,0.919207,NA,3,"BEL","Sanikiluaq",2002,5,30
"S_20_00717",0.34505,0.019885,0.635065,NA,3,"BEL","Sanikiluaq",2004,6,19
"S_20_00718",0.290069,0.085441,0.62449,NA,3,"BEL","Sanikiluaq",2003,9,29
"S_20_00720",0.300948,0.11342,0.585632,NA,3,"BEL","Sanikiluaq",2003,9,29
"S_20_00721",0.137692,1e-05,0.862298,NA,3,"BEL","Sanikiluaq",2004,6,18
"S_20_00726",0.352757,0.108126,0.539117,NA,3,"BEL","Sanikiluaq",2003,9,29
"S_20_00732",0.269993,1e-05,0.729997,NA,3,"BEL","Sanikiluaq",2004,7,NA
"S_20_00734",1e-05,0.017952,0.982038,NA,3,"BEL","Sanikiluaq",2003,6,28
"S_20_00738",0.459359,0.097846,0.442794,NA,3,"BEL","Sanikiluaq",2004,6,17
"S_20_00741",0.304621,0.119252,0.576127,NA,3,"BEL","Sanikiluaq",2002,5,17
"S_20_00742",0.286143,0.104362,0.609495,NA,3,"BEL","Sanikiluaq",2004,NA,NA
"S_20_00744",0.218202,0.131602,0.650196,NA,3,"BEL","Sanikiluaq",2002,5,30
"S_20_00745",0.19827,0.114812,0.686918,NA,3,"BEL","Sanikiluaq",2003,9,NA
"S_20_00748",0.494968,0.060577,0.444455,NA,3,"BEL","Sanikiluaq",2004,6,17
"S_20_00750",0.213098,0.109369,0.677533,NA,3,"BEL","Sanikiluaq",2003,9,29
"S_20_00751",0.298752,0.088211,0.613037,NA,3,"BEL","Sanikiluaq",2003,NA,NA
"S_20_00755",0.283261,0.125455,0.591285,NA,3,"BEL","Sanikiluaq",2004,6,17
"S_20_00757",0.163849,0.102214,0.733938,NA,3,"BEL","Sanikiluaq",2004,6,17
"S_20_00765",0.288611,0.097512,0.613877,NA,3,"BEL","Sanikiluaq",2002,5,30
"S_20_00766",0.278101,0.068814,0.653085,NA,3,"BEL","Sanikiluaq",2002,5,30
"S_20_00767",0.302074,0.037628,0.660298,NA,3,"BEL","Sanikiluaq",2004,6,18
"S_20_00770",0.840745,0.107876,0.051379,NA,3,"SWH","Nelson_River",2003,7,30
"S_20_00771",0.288742,0.06923,0.642029,NA,3,"SWH","Nelson_River",2003,8,4
"S_20_00772",0.693458,0.067902,0.23864,NA,3,"SWH","Nelson_River",2003,8,3
"S_20_00775",0.622215,0.133808,0.243977,NA,3,"SWH","Nelson_River",2005,7,23
"S_20_00779",0.662985,0.003783,0.333232,NA,3,"SWH","Nelson_River",2002,7,13
"S_20_00780",1e-05,0.028054,0.971936,NA,3,"NWH","Coral Harbour_Ruin Point",2001,9,3
