"ID_GQ","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","K","ID_rcpt","Region1","Location","Year","Month","Day","Community","Haplo"
"S_20_02634",0.061922,0.805872,0.03913,0.093076,NA,NA,NA,NA,NA,NA,4,"DL16_045","UNG","Tasiujaq",2016,7,12,"Tasiujaq","HL003"
"S_20_02635",0.074213,0.800576,0.015004,0.110207,NA,NA,NA,NA,NA,NA,4,"DL16_046","UNG","Baie_Ungavatuaq",2016,7,27,"Tasiujaq","HL004"
"S_20_02636",0.079214,0.821102,0.03157,0.068113,NA,NA,NA,NA,NA,NA,4,"DL16_047","UNG","Tasiujaq",2016,7,12,"Tasiujaq","HL011"
"S_20_02659",0.081827,0.81651,0.034408,0.067255,NA,NA,NA,NA,NA,NA,4,"DL15_248","SEH","Lac_Tasiujaq",2015,NA,NA,"Umiujaq","HL010"
"S_20_02664",0.047776,0.841921,0.011246,0.099056,NA,NA,NA,NA,NA,NA,4,"DL_9030","SEH","Umiujaq",2007,7,16,"Umiujaq","HL001"
"S_20_02714",0.101913,0.752229,0.027696,0.118162,NA,NA,NA,NA,NA,NA,4,"DL_9260","UNG","Kangiqsualujjuaq",2007,7,23,"Kangiqsualujjuaq","HL004"
"S_20_02715",0.03034,0.773909,0.042858,0.152893,NA,NA,NA,NA,NA,NA,4,"DL_9257","UNG","Kangiqsualujjuaq",2007,7,22,"Kangiqsualujjuaq","HL015"
"S_20_02726",0.051382,0.814349,0.019679,0.114591,NA,NA,NA,NA,NA,NA,4,"DL_9211","UNG","Baie_Ungavatuaq",2007,7,17,"Tasiujaq","HL025"
"S_20_02727",0.056124,0.809606,0.038181,0.096089,NA,NA,NA,NA,NA,NA,4,"DL_9170","UNG","Pointe_Tikiraq",2007,6,22,"Kangirsuk","HL003"
"S_20_02728",0.054974,0.767916,0.041161,0.135949,NA,NA,NA,NA,NA,NA,4,"DL_9162","UNG","Pointe_Tikiraq",2007,6,22,"Kangirsuk","HL020"
"S_20_02767",1e-05,1e-05,1e-05,0.99997,NA,NA,NA,NA,NA,NA,4,"DL09_14","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2009,7,22,"Kuujjuaraapik","HL001"
"S_20_02808",0.116783,0.713734,0.026146,0.143337,NA,NA,NA,NA,NA,NA,4,"DL09_124","NEH","Akulivik",2009,5,10,"Akulivik","HL001"
"S_20_02809",0.068074,0.72287,0.038706,0.17035,NA,NA,NA,NA,NA,NA,4,"DL09_128","NEH","Akulivik",2009,5,10,"Akulivik","HL001"
"S_20_02848",0.091832,0.774227,0.022626,0.111316,NA,NA,NA,NA,NA,NA,4,"DL_9272","SEH","Inukjuak",2007,8,11,"Inukjuak","HL016"
"S_20_02849",0.091057,0.769125,0.027115,0.112703,NA,NA,NA,NA,NA,NA,4,"DL_9277","SEH","Baie_Kilualuk",2007,7,24,"Inukjuak","HL009"
"S_20_02869",0.067593,1e-05,1e-05,0.932387,NA,NA,NA,NA,NA,NA,4,"DL15_186","NEH","Akulivik",2015,10,10,"Akulivik","HL002"
"S_20_02908",0.060585,0.864714,0.010003,0.064698,NA,NA,NA,NA,NA,NA,4,"DL18_076","UNG","Island_Qulluvik",2018,7,7,"Aupaluk","HL001"
"S_20_02910",0.041768,0.890632,0.045048,0.022551,NA,NA,NA,NA,NA,NA,4,"DL18_078","UNG","Island_Qulluvik",2018,7,2,"Aupaluk","HL008"
"S_20_02911",0.070715,0.812014,0.060097,0.057174,NA,NA,NA,NA,NA,NA,4,"DL18_084","UNG","Island_Qulluvik",2018,6,29,"Kangirsuk","HL001"
"S_20_02912",0.020411,0.820156,0.041336,0.118096,NA,NA,NA,NA,NA,NA,4,"DL18_087","UNG","Island_Qulluvik",2018,6,24,"Kangirsuk",NA
"S_20_02916",0.061649,0.898578,0.019516,0.020257,NA,NA,NA,NA,NA,NA,4,"DL18_097","UNG","Island_Qulluvik",2018,6,29,"Kangirsuk","HL001"
"S_20_02917",0.068024,0.762799,0.013153,0.156024,NA,NA,NA,NA,NA,NA,4,"DL18_099","UNG","Island_Qulluvik",2018,6,24,"Kangirsuk","HL003"
"S_20_02957",1e-05,0.800451,0.048409,0.15113,NA,NA,NA,NA,NA,NA,4,"DL98_569","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",1998,8,5,"Kuujjuaraapik","HL077"
"S_20_02958",0.056854,0.854606,0.017222,0.071318,NA,NA,NA,NA,NA,NA,4,"DL98_547","SEH","Nastapoka_River",1998,8,9,"Inukjuak","HL013"
"S_20_02959",1e-05,0.127703,0.01232,0.859968,NA,NA,NA,NA,NA,NA,4,"DL98_566","SEH","Kuujjuarapik",1998,8,11,"Kuujjuaraapik","HL041"
"S_20_02961",0.058265,0.840552,0.006937,0.094246,NA,NA,NA,NA,NA,NA,4,"DL98_564","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",1998,8,5,"Kuujjuaraapik","HL063"
"S_20_02963",0.098864,0.825398,0.001708,0.074031,NA,NA,NA,NA,NA,NA,4,"DL99_156","SEH","Nastapoka_Sound",1999,8,3,"Inukjuak","HL018"
"S_20_02964",0.121352,0.759374,0.050519,0.068755,NA,NA,NA,NA,NA,NA,4,"DL99_157","SEH","Nastapoka_Sound",1999,8,3,"Inukjuak","HL019"
"S_20_02965",0.055031,0.845263,0.031899,0.067807,NA,NA,NA,NA,NA,NA,4,"DL99_158","SEH","Nastapoka_Sound",1999,8,3,"Inukjuak","HL013"
"S_20_02966",0.052199,0.811078,0.016311,0.120412,NA,NA,NA,NA,NA,NA,4,"DL99_160","SEH","Nastapoka_Sound",1999,8,3,"Inukjuak","HL009"
"S_20_03001",0.020058,0.004379,0.02113,0.954433,NA,NA,NA,NA,NA,NA,4,"DL98_567","SEH","Kuujjuarapik",1998,8,NA,"Kuujjuaraapik","HL001"
"S_20_03026",0.014055,0.09387,0.022738,0.869336,NA,NA,NA,NA,NA,NA,4,"DL_3131","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2001,8,1,"Kuujjuaraapik","HL007"
"S_20_03027",1e-05,0.012578,0.030312,0.957099,NA,NA,NA,NA,NA,NA,4,"DL_3132","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2001,8,4,"Kuujjuaraapik","HL002"
"S_20_03028",1e-05,1e-05,0.000182,0.999798,NA,NA,NA,NA,NA,NA,4,"DL_3134","SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2001,8,4,"Kuujjuaraapik","HL001"
"S_20_03033",0.099571,0.78522,0.021739,0.09347,NA,NA,NA,NA,NA,NA,4,"DLN01_03","SEH","Nastapoka_Sound",2001,8,1,"Inukjuak","HL008"
"S_20_03034",0.038933,0.807441,0.037264,0.116362,NA,NA,NA,NA,NA,NA,4,"DLN01_05","SEH","Nastapoka_Sound",2001,8,3,"Inukjuak","HL009"
"S_20_03035",0.071039,0.827123,0.027496,0.074342,NA,NA,NA,NA,NA,NA,4,"DLN01_06","SEH","Nastapoka_Sound",2001,8,3,"Inukjuak","HL103"
"S_20_03036",0.0495,0.804918,0.029666,0.115917,NA,NA,NA,NA,NA,NA,4,"DLN01_07","SEH","Nastapoka_Sound",2001,8,3,"Inukjuak","HL009"
"S_20_03037",0.081995,0.812412,0.030475,0.075118,NA,NA,NA,NA,NA,NA,4,"DLN01_08","SEH","Nastapoka_Sound",2001,8,3,"Inukjuak","HL009"
"S_20_03039",0.036564,0.842473,0.052175,0.068788,NA,NA,NA,NA,NA,NA,4,"DL_3092","UNG","Qarmait",2001,6,20,"Kangirsuk","HL073"
"S_20_03054",0.121393,0.761709,0.029886,0.087012,NA,NA,NA,NA,NA,NA,4,"DL09_177","SEH","Umiujaq",2010,6,1,"Umiujaq","HL026"
"S_20_03055",0.082001,0.808347,0.012899,0.096754,NA,NA,NA,NA,NA,NA,4,"DL09_178","SEH","Umiujaq",2010,10,1,"Umiujaq","HL001"
"S_20_03056",0.066577,0.657391,0.07986,0.196172,NA,NA,NA,NA,NA,NA,4,"DL09_179","SEH","Umiujaq",2010,6,1,"Umiujaq","HL001"
"S_20_03083",0.090001,0.751839,0.011701,0.146459,NA,NA,NA,NA,NA,NA,4,"DL97_103","SEH","Inukjuak",1997,8,4,"Inukjuak","HL010"
"S_20_03084",0.048941,0.852047,0.020649,0.078363,NA,NA,NA,NA,NA,NA,4,"DL97_106","SEH",NA,1997,8,5,"Inukjuak","HL009"
"S_20_03085",1e-05,0.126554,0.005711,0.867725,NA,NA,NA,NA,NA,NA,4,"DL97_112","SEH","Inukjuak",1997,NA,NA,"Inukjuak",NA
"S_20_03086",0.071469,0.806845,0.035159,0.086527,NA,NA,NA,NA,NA,NA,4,"DL97_114","SEH","Nastapoka_Sound",1997,8,4,"Inukjuak","HL009"
"S_20_03087",0.012212,0.035668,0.022119,0.930001,NA,NA,NA,NA,NA,NA,4,"DL97_115","SEH","Inukjuak",1997,8,5,"Inukjuak","HL123"
"S_20_03088",0.036549,0.847922,0.050349,0.06518,NA,NA,NA,NA,NA,NA,4,"DL97_116","SEH","Inukjuak",1997,8,4,"Inukjuak","HL009"
"S_20_03090",0.050593,0.795515,0.019637,0.134255,NA,NA,NA,NA,NA,NA,4,"DL97_123","SEH","Inukjuak",1997,8,4,"Inukjuak","HL009"
"S_20_03091",0.105705,0.707943,0.036354,0.149997,NA,NA,NA,NA,NA,NA,4,"DL97_125","SEH","Nastapoka_River",1997,8,5,"Inukjuak","HL009"
"S_20_03092",0.080626,0.79982,0.030978,0.088576,NA,NA,NA,NA,NA,NA,4,"DL97_128","UNG","Baie_Qirnituup",1997,7,12,"Kangirsuk","HL003"
"S_20_03095",0.084055,0.775048,0.022549,0.118348,NA,NA,NA,NA,NA,NA,4,"DL97_133","UNG","Baie_Qirnituup",1997,7,7,"Kangirsuk","HL001"
"S_20_03096",0.04301,0.827057,0.021479,0.108454,NA,NA,NA,NA,NA,NA,4,"DL97_148","UNG","Baie_Qirnituup",1997,7,7,"Kangirsuk","HL004"
"S_20_03098",0.098511,0.805001,0.012576,0.083911,NA,NA,NA,NA,NA,NA,4,"DL97_263","SEH","Umiujaq",1997,NA,NA,"Umiujaq",NA
"S_20_03100",0.046767,0.834776,0.025301,0.093155,NA,NA,NA,NA,NA,NA,4,"DL97_273","SEH","Umiujaq",1997,NA,NA,"Umiujaq",NA
"S_20_03102",0.901254,0.098726,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"DL97_291","SEH","Kuujjuarapik",1997,9,12,"Kuujjuaraapik","HL008"
"S_20_03106",0.986383,1e-05,0.013597,1e-05,NA,NA,NA,NA,NA,NA,4,"DL97_295","SEH","Kuujjuarapik",1997,9,12,"Kuujjuaraapik","HL008"
"S_20_03118",0.048896,0.826886,0.020521,0.103696,NA,NA,NA,NA,NA,NA,4,"DL97_333","UNG","Kuujjuaq",1997,7,26,"Kuujjuaq","HL012"
"S_20_03180",0.042033,0.81245,0.045935,0.099582,NA,NA,NA,NA,NA,NA,4,"DLN01_10","SEH","Nastapoka_Sound",2001,8,4,"Inukjuak","HL019"
"S_20_03181",0.048993,0.800981,0.025277,0.124749,NA,NA,NA,NA,NA,NA,4,"DLN01_12","SEH","Nastapoka_Sound",2001,8,7,"Inukjuak","HL103"
"S_20_03182",0.070482,0.77455,0.025403,0.129565,NA,NA,NA,NA,NA,NA,4,"DLN01_13","SEH","Nastapoka_Sound",2001,8,7,"Inukjuak","HL019"
"S_20_03183",0.033351,0.807284,0.022117,0.137247,NA,NA,NA,NA,NA,NA,4,"NA2000_01","SEH","Nastapoka_River",2000,8,10,"Umiujaq","HL016"
"S_20_03185",0.06662,0.690617,0.064442,0.178321,NA,NA,NA,NA,NA,NA,4,"NA2000_03","SEH","Nastapoka_River",2000,8,10,"Umiujaq","HL016"
"S_20_03186",0.023849,0.802194,0.026255,0.147701,NA,NA,NA,NA,NA,NA,4,"NA2000_04","SEH","Nastapoka_River",2000,8,10,"Umiujaq","HL010"
"S_20_03195",0.077607,0.842103,0.023073,0.057217,NA,NA,NA,NA,NA,NA,4,"DL98_538","UNG","Kuujjuaq",1998,7,11,"Kuujjuaq","HL003"
"S_20_03197",1e-05,1e-05,1e-05,0.99997,NA,NA,NA,NA,NA,NA,4,"DL98_343","SEH","Kuujjuarapik",1998,8,11,"Kuujjuaraapik","HL041"
"S_20_03202",0.015845,0.137561,0.012353,0.834242,NA,NA,NA,NA,NA,NA,4,"DL98_351","SEH","Kuujjuarapik",1998,7,17,"Kuujjuaraapik","HL050"
"S_20_03203",0.056395,0.792731,0.029202,0.121672,NA,NA,NA,NA,NA,NA,4,"DL98_499","NEH","Puvirnituq",1998,10,16,"Puvirnituq","HL004"
"S_20_03207",0.061825,0.807927,0.055426,0.074822,NA,NA,NA,NA,NA,NA,4,"DL98_505","SEH","Nastapoka_Sound",1998,8,9,"Inukjuak","HL009"
"S_20_03210",0.054691,0.759877,0.034416,0.151016,NA,NA,NA,NA,NA,NA,4,"DL98_392","NEH","Puvirnituq",1998,10,16,"Puvirnituq","HL001"
"S_20_03212",0.081407,0.832373,0.037093,0.049126,NA,NA,NA,NA,NA,NA,4,"DL98_395","NEH","Puvirnituq",1998,10,16,"Puvirnituq","HL001"
"S_20_03218",0.050457,0.525249,0.023535,0.40076,NA,NA,NA,NA,NA,NA,4,"DL98_368","SEH","Kuujjuarapik",1998,7,17,"Kuujjuaraapik","HL016"
"S_20_03229",0.062735,0.727935,0.031285,0.178045,NA,NA,NA,NA,NA,NA,4,"DL98_507","SEH","Nastapoka_River",1998,8,1,"Inukjuak","HL019"
"S_20_03230",0.0161,1e-05,1e-05,0.98388,NA,NA,NA,NA,NA,NA,4,"DL98_513","SEH","Kuujjuarapik",1998,8,11,"Kuujjuaraapik","HL041"
"S_20_03231",0.084949,0.791191,0.04495,0.07891,NA,NA,NA,NA,NA,NA,4,"DL98_504","SEH","Nastapoka_River",1998,8,9,"Inukjuak","HL009"
"S_20_03339",1e-05,1e-05,1e-05,0.99997,NA,NA,NA,NA,NA,NA,4,"DL_5207","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL001"
"S_20_03340",0.022905,0.145352,0.03506,0.796683,NA,NA,NA,NA,NA,NA,4,"DL_5211","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL001"
"S_20_03341",0.079528,0.810338,0.024672,0.085462,NA,NA,NA,NA,NA,NA,4,"DL_6072","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL014"
"S_20_03342",1e-05,0.016582,1e-05,0.983398,NA,NA,NA,NA,NA,NA,4,"DL_6073","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL002"
"S_20_03343",0.019354,0.150031,0.011331,0.819284,NA,NA,NA,NA,NA,NA,4,"DL_6074","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL001"
"S_20_03344",1e-05,1e-05,1e-05,0.99997,NA,NA,NA,NA,NA,NA,4,"DL_6075","NEH","Puvirnituq",2007,10,16,"Puvirnituq","HL002"
"S_20_03345",0.045814,0.858492,0.036575,0.059119,NA,NA,NA,NA,NA,NA,4,"DL_8152","SEH","Lac_Tasiujaq",2008,6,26,"Umiujaq","HL010"
"S_20_03419",0.041359,0.839046,0.021952,0.097643,NA,NA,NA,NA,NA,NA,4,"DL15_DART_055","SEH",NA,2016,8,14,"Inukjuak","HL009"
"S_20_03446",0.975455,0.003666,1e-05,0.020869,NA,NA,NA,NA,NA,NA,4,"DL2009JB_03","JAM","Pointe_de_Repentigny_James_Bay",2009,7,31,"DFO_MPO","HL008"
"S_20_03447",0.99997,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2009JB_04","JAM","Pointe_de_Repentigny_James_Bay",2009,8,1,"DFO_MPO","HL008"
"S_20_03448",0.99997,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2009JB_05","JAM","Pointe_de_Repentigny_James_Bay",2009,8,9,"DFO_MPO","HL008"
"S_20_03449",0.99997,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2009JB_06","JAM","Pointe_de_Repentigny_James_Bay",2009,8,9,"DFO_MPO","HL008"
"S_20_03450",0.99997,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2008_JB_01","JAM","Pointe_de_Repentigny_James_Bay",2008,8,4,"DFO_MPO","HL008"
"S_20_03451",0.99997,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2008_JB_02","JAM","Pointe_de_Repentigny_James_Bay",2008,8,6,"DFO_MPO","HL008"
"S_20_03452",0.99997,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2008_JB_03","JAM","Pointe_de_Repentigny_James_Bay",2008,8,8,"DFO_MPO","HL008"
"S_20_03453",0.95234,1e-05,0.004784,0.042866,NA,NA,NA,NA,NA,NA,4,"DL2008_JB_04","JAM","Pointe_de_Repentigny_James_Bay",2008,8,8,"DFO_MPO","HL008"
"S_20_03454",0.9945,1e-05,0.00548,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2008_JB_05","JAM","Pointe_de_Repentigny_James_Bay",2008,8,8,"DFO_MPO","HL008"
"S_20_03455",0.960486,1e-05,0.039494,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2008_JB_07","JAM","Pointe_de_Repentigny_James_Bay",2008,8,16,"DFO_MPO","HL008"
"S_20_03476_rep",0.051071,0.785453,0.040044,0.123431,NA,NA,NA,NA,NA,NA,4,"DL2011_002_F","SLE","Rimouski_est",2011,5,19,"Saint_Laurent","HL008"
"S_20_03478",1e-05,1e-05,0.99997,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2010_007_F","SLE","Sainte_Flavie",2010,7,31,"Saint_Laurent","HL099"
"S_20_03480",1.4e-05,1e-05,0.999966,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2010_008_F","SLE","Sainte_Flavie",2010,8,29,"Saint_Laurent","HL099"
"S_20_03481",1e-05,1e-05,0.99997,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2000_002_B","SLE","Tadoussac",2000,7,26,"Saint_Laurent","HL099"
"S_20_03482",1e-05,1e-05,0.99997,1e-05,NA,NA,NA,NA,NA,NA,4,"DL2000_002_F","SLE","Tadoussac",2000,7,26,"Saint_Laurent","HL099"
"S_20_03486",0.050565,0.788659,0.014375,0.1464,NA,NA,NA,NA,NA,NA,4,"B92_47","NHS","Lake_Harbour_Kimmirut",1992,5,28,"Kimmirut","HL011"
"S_20_03506",0.074828,0.829293,0.021142,0.074736,NA,NA,NA,NA,NA,NA,4,"ARNR_04_05","SWH","Nelson_River",2004,7,27,"Churchill","HL003"
"S_20_03507",0.99997,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,4,"JBDL_07_03","JAM","Pointe_de_Repentigny",2007,8,14,"DFO_MPO","HL008"
"S_20_03508",0.065019,0.789302,0.010528,0.135152,NA,NA,NA,NA,NA,NA,4,"PTT_10215","NWH","Churchill",1992,7,4,"Churchill","HL041"
"S_20_03509",0.046779,0.678992,0.044904,0.229324,NA,NA,NA,NA,NA,NA,4,"ARPG_07_01","CSB","Pangnirtung",2007,7,12,"Pangnirtung","HL040"
"S_20_03510",0.056181,0.696115,0.094493,0.153211,NA,NA,NA,NA,NA,NA,4,"ARPG_07_02","CSB","Pangnirtung",2007,7,12,"Pangnirtung","HL057"
"S_20_03512",0.182072,0.648445,0.049829,0.119654,NA,NA,NA,NA,NA,NA,4,"ARCHL_15_128164","NWH","Churchill",2015,7,14,"Churchill","HL001"
"S_20_03514",0.176954,0.624091,0.047594,0.15136,NA,NA,NA,NA,NA,NA,4,"ARCHL_15_128165","NWH","Churchill",2015,7,11,"Churchill","HL001"
"S_20_03515",0.114182,0.660778,0.064912,0.160128,NA,NA,NA,NA,NA,NA,4,"ARCHL_15_128157","NWH","Churchill",2015,7,12,"Churchill",NA
"S_20_03516",0.149425,0.638931,0.052448,0.159196,NA,NA,NA,NA,NA,NA,4,"ARCHL_15_128155","NWH","Churchill",2015,7,14,"Churchill","HL026"
"S_20_03517",0.171401,0.6453,0.045175,0.138124,NA,NA,NA,NA,NA,NA,4,"ARCHL_15_128160","NWH","Churchill",2015,8,8,"Churchill","HL001"
"S_20_03519",0.196387,0.608259,0.042474,0.152881,NA,NA,NA,NA,NA,NA,4,"ARCHL_15_128158","NWH","Churchill",2015,7,10,"Churchill","HL001"
"S_20_03520",0.166311,0.674746,0.070631,0.088312,NA,NA,NA,NA,NA,NA,4,"ARCHL_15_128162","NWH","Churchill",2015,7,10,"Churchill","HL026"
"S_20_03521",0.193318,0.673797,0.031814,0.101071,NA,NA,NA,NA,NA,NA,4,"ARCHL_15_128156","NWH","Churchill",2015,7,14,"Churchill","HL003"
"S_20_03522",0.081454,0.666578,0.042169,0.209799,NA,NA,NA,NA,NA,NA,4,"PGDL_02_05","CSB","Pangnirtung_West_Cumberland_Sound",2002,7,NA,"Pangnirtung","HL003"
"S_20_03525",0.045874,0.821357,0.026019,0.10675,NA,NA,NA,NA,NA,NA,4,"UM94_15","SEH","Nastapoka_River",1994,8,16,"Inukjuak","HL049"
"S_20_03527",0.032727,0.866967,0.011471,0.088835,NA,NA,NA,NA,NA,NA,4,"DL_9270","SEH","Baie_Kilualuk",2007,8,5,"Inukjuak","HL001"
"S_20_03528",0.080985,0.825666,0.026924,0.066425,NA,NA,NA,NA,NA,NA,4,"DL10_64","SEH","Inukjuak",2010,7,NA,"Inukjuak","HL103"
"S_20_03572",0.044287,0.827168,0.014928,0.113617,NA,NA,NA,NA,NA,NA,4,"B91_17","FRB","Iqaluit",1991,7,23,"Iqaluit","HL003"
"S_20_03573",0.08411,0.786962,0.030285,0.098644,NA,NA,NA,NA,NA,NA,4,"B_92_66_IQ","FRB","Iqaluit",1992,6,8,"Iqaluit","HL003"
"S_20_03577",0.072657,0.772917,0.012196,0.14223,NA,NA,NA,NA,NA,NA,4,"LH_26","NHS","Kimmirut",1989,7,10,"Kimmirut","HL003"
"S_20_03582",0.03762,0.874838,0.022158,0.065384,NA,NA,NA,NA,NA,NA,4,"B91_18","FRB","Iqaluit",1991,7,15,"Iqaluit","HL011"
"S_20_03583",0.037012,0.82516,0.033157,0.104671,NA,NA,NA,NA,NA,NA,4,"B_92_71_IQ","FRB","Iqaluit",1992,6,19,"Iqaluit","HL012"
"S_20_03585",0.055058,0.868788,0.018745,0.057408,NA,NA,NA,NA,NA,NA,4,"B92_LH_49","NHS","Lake_Harbour_Kimmirut",1992,10,11,"Kimmirut","HL011"
"S_20_03586",0.080918,0.813916,0.019072,0.086093,NA,NA,NA,NA,NA,NA,4,"LH_14","NHS","Kimmirut",1989,6,24,"Kimmirut","HL003"
"S_20_03587",0.049512,0.79618,0.020711,0.133596,NA,NA,NA,NA,NA,NA,4,"LH_4","NHS","Kimmirut",1992,10,11,"Kimmirut","HL015"
"S_20_03588",0.077143,0.711288,0.060385,0.151184,NA,NA,NA,NA,NA,NA,4,"LH_B91_06","NHS","Kimmirut",1991,11,7,"Kimmirut","HL003"
"S_20_03590",0.031587,0.809907,1e-05,0.158496,NA,NA,NA,NA,NA,NA,4,"B_92_105_IQ","FRB","Iqaluit",1992,7,30,"Iqaluit","HL003"
"S_20_03591",0.051351,0.72518,0.035233,0.188236,NA,NA,NA,NA,NA,NA,4,"B_92_78_IQ","FRB","Iqaluit",1992,7,3,"Iqaluit","HL001"
"S_20_03592",0.050811,0.774755,0.0563,0.118134,NA,NA,NA,NA,NA,NA,4,"B_92_96_IQ","FRB","Iqaluit",1992,8,25,"Iqaluit","HL001"
"S_20_03593",0.02415,0.908779,0.020763,0.046308,NA,NA,NA,NA,NA,NA,4,"B92_LH_50","NHS","Lake_Harbour_Kimmirut",1992,10,11,"Kimmirut","HL012"
"S_20_03595",0.041697,0.866763,0.011115,0.080425,NA,NA,NA,NA,NA,NA,4,"LH_5","NHS","Kimmirut",1992,10,11,"Kimmirut","HL003"
"S_20_03598",0.04865,0.790457,0.032382,0.12851,NA,NA,NA,NA,NA,NA,4,"B_92_81_IQ","FRB","Iqaluit",1992,7,3,"Iqaluit","HL056"
"S_20_03599",0.083633,0.790936,0.002355,0.123077,NA,NA,NA,NA,NA,NA,4,"B92_LH_52","NHS","Lake_Harbour_Kimmirut",1992,10,17,"Kimmirut","HL053"
"S_20_03600",0.069739,0.805862,0.023981,0.100418,NA,NA,NA,NA,NA,NA,4,"LH_18","NHS","Kimmirut",1989,6,24,"Kimmirut","HL003"
"S_20_03601",0.03643,0.822566,0.028375,0.11263,NA,NA,NA,NA,NA,NA,4,"LH_7","NHS","Kimmirut",1989,6,24,"Kimmirut","HL053"
"S_20_03605",0.095679,0.76053,0.030998,0.112793,NA,NA,NA,NA,NA,NA,4,"B_92_59_IQ","FRB","Iqaluit",1992,6,5,"Iqaluit","HL012"
"S_20_03606",0.081867,0.780088,0.044537,0.093509,NA,NA,NA,NA,NA,NA,4,"B_92_87_IQ","FRB","Iqaluit",1992,6,14,"Iqaluit","HL003"
"S_20_03607",0.057186,0.765237,0.059582,0.117995,NA,NA,NA,NA,NA,NA,4,"LH_2","NHS","Kimmirut",1991,11,7,"Kimmirut","HL012"
"S_20_03608",0.066316,0.122723,0.020863,0.790098,NA,NA,NA,NA,NA,NA,4,"LH_90_X_90_04","NHS","Kimmirut",1990,7,17,"Kimmirut","HL049"
"S_20_03613",0.035557,0.826868,0.044249,0.093327,NA,NA,NA,NA,NA,NA,4,"B_92_60_IQ","FRB","Iqaluit",1992,6,5,"Iqaluit","HL012"
"S_20_03614",0.047981,0.888269,1e-05,0.06374,NA,NA,NA,NA,NA,NA,4,"B_92_88_IQ","FRB","Iqaluit",1992,6,9,"Iqaluit","HL003"
"S_20_03617",0.056229,0.783506,0.02557,0.134695,NA,NA,NA,NA,NA,NA,4,"LH_22","NHS","Kimmirut",1989,7,13,"Kimmirut","HL003"
"S_20_03618",0.090673,0.758032,0.033221,0.118074,NA,NA,NA,NA,NA,NA,4,"LH_90_X_90_05","NHS","Kimmirut",1990,7,10,"Kimmirut","HL056"
"S_20_03623",0.001258,0.850982,0.05866,0.0891,NA,NA,NA,NA,NA,NA,4,"B_92_61_IQ","FRB","Iqaluit",1992,6,4,"Iqaluit","HL011"
"S_20_03625",0.067517,0.74184,0.064234,0.126408,NA,NA,NA,NA,NA,NA,4,"B92_LH_39","NHS","Lake_Harbour_Kimmirut",1992,10,9,"Kimmirut","HL012"
"S_20_03626",0.071549,0.825397,0.014291,0.088763,NA,NA,NA,NA,NA,NA,4,"B92_LH_54","NHS","Lake_Harbour_Kimmirut",1992,10,11,"Kimmirut","HL012"
"S_20_03627",0.081641,0.731798,0.039214,0.147347,NA,NA,NA,NA,NA,NA,4,"LH_24","NHS","Kimmirut",1989,7,1,"Kimmirut","HL001"
"S_20_03628",0.042567,0.78348,0.040218,0.133735,NA,NA,NA,NA,NA,NA,4,"LH_B91_01","NHS","Kimmirut",1991,10,17,"Kimmirut","HL012"
"S_20_03630",0.097254,0.759012,0.028146,0.115589,NA,NA,NA,NA,NA,NA,4,"B91_14","FRB","Iqaluit",1991,7,7,"Iqaluit","HL003"
"S_20_03631",0.061026,0.749826,0.054527,0.134621,NA,NA,NA,NA,NA,NA,4,"B_92_63_IQ","FRB","Iqaluit",1992,7,3,"Iqaluit","HL001"
"S_20_03632",0.068225,0.652331,0.059599,0.219845,NA,NA,NA,NA,NA,NA,4,"B_92_90_IQ","FRB","Iqaluit",1992,6,19,"Iqaluit","HL001"
"S_20_03633",0.047645,0.842053,0.014099,0.096203,NA,NA,NA,NA,NA,NA,4,"B92_LH_40","NHS","Lake_Harbour_Kimmirut",1992,10,11,"Kimmirut","HL012"
