SsampleID,ID_GQ,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,K,Region,Membership
S_20_01066,199.NHB.2000.BELUGA.ADN_20_04746.S_20_01066.dl.n_s.bam,0.363747,1.00E-05,0.027689,0.010056,0.005926,0.0355,0.554293,1.00E-05,0.00277,NA,9,NHB,HBSC
S_20_01067,205.NHB.2000.BELUGA.ADN_20_04749.S_20_01067.dl.n_s.bam,0.301259,0.007212,0.027485,0.049969,0.052497,0.051597,0.508261,1.00E-05,0.001709,NA,9,NHB,HBSC
S_20_01259,207.NHB.2007.BELUGA.ADN_20_04654.S_20_01259.dl.n_s.bam,0.241268,0.013277,0.011739,0.024807,0.02547,0.021492,0.636636,0.023483,0.001829,NA,9,NHB,HBSC
S_20_01260,208.NHB.2007.BELUGA.ADN_20_05021.S_20_01260.dl.n_s.bam,0.26158,0.016714,0.001692,0.034476,0.052115,1.00E-05,0.608604,0.022363,0.002447,NA,9,NHB,HBSC
S_20_01261,206.NHB.2007.BELUGA.ADN_20_04657.S_20_01261.dl.n_s.bam,0.267931,0.023778,0.01555,0.044113,0.044185,0.047175,0.521276,0.028258,0.007734,NA,9,NHB,HBSC
S_20_01279,203.NHB.2000.BELUGA.ADN_20_04743.S_20_01279.dl.n_s.bam,0.27115,0.016496,0.008304,0.055183,0.054002,0.044013,0.533313,0.017529,1.00E-05,NA,9,NHB,HBSC
S_20_01359,218.NHB.2009.BELUGA.ADN_20_04805.S_20_01359.dl.n_s.bam,0.315085,0.006292,0.032612,0.030192,0.02988,0.035422,0.550497,1.00E-05,1.00E-05,NA,9,NHB,HBSC
S_20_01384,204.NHB.2001.BELUGA.ADN_20_04877.S_20_01384.dl.n_s.bam,0.265514,0.015131,0.015639,0.064907,0.105903,0.044533,0.456725,0.02719,0.004458,NA,9,NHB,HBSC
S_20_01388,209.NHB.2001.BELUGA.ADN_20_05953.S_20_01388.dl.n_s.bam,0.26623,0.001702,0.005774,0.068661,0.060139,0.003317,0.551806,0.038178,0.004193,NA,9,NHB,HBSC
S_20_01390,210.NHB.2001.BELUGA.ADN_20_04881.S_20_01390.dl.n_s.bam,0.225624,0.006597,0.004527,0.067916,0.05362,0.08011,0.547404,0.014192,1.00E-05,NA,9,NHB,HBSC
S_20_01391,201.NHB.2001.BELUGA.ADN_20_04872.S_20_01391.dl.n_s.bam,0.096441,0.027417,0.012171,0.304708,0.183852,0.154784,0.165782,0.049501,0.005344,NA,9,NHB,HBSC
S_20_01392,211.NHB.2001.BELUGA.ADN_20_04873.S_20_01392.dl.n_s.bam,0.273527,0.004852,0.020535,0.069893,0.094944,0.03144,0.481743,0.016833,0.006233,NA,9,NHB,HBSC
S_20_01393,212.NHB.2001.BELUGA.ADN_20_04874.S_20_01393.dl.n_s.bam,0.227015,1.00E-05,0.023682,0.109032,0.085652,0.044189,0.497319,0.013091,1.00E-05,NA,9,NHB,HBSC
S_20_01394,214.NHB.2001.BELUGA.ADN_20_04876.S_20_01394.dl.n_s.bam,0.394765,1.00E-05,0.007725,0.007626,0.028301,0.044972,0.483999,0.032593,1.00E-05,NA,9,NHB,HBSC
S_20_01413,216.NHB.2001.BELUGA.ADN_20_04867.S_20_01413.dl.n_s.bam,0.247149,0.004364,0.00041,0.091257,0.067521,0.031386,0.522102,0.030327,0.005482,NA,9,NHB,HBSC
S_20_01414,213.NHB.2001.BELUGA.ADN_20_04869.S_20_01414.dl.n_s.bam,0.356841,0.012121,1.00E-05,0.003707,0.007991,0.04538,0.53088,0.036603,0.006467,NA,9,NHB,HBSC
S_20_01415,219.NHB.2001.BELUGA.ADN_20_04870.S_20_01415.dl.n_s.bam,0.280263,0.018294,0.014982,0.067811,0.024096,0.019797,0.574738,1.00E-05,1.00E-05,NA,9,NHB,HBSC
S_20_01480,217.NHB.2001.BELUGA.ADN_20_04898.S_20_01480.dl.n_s.bam,0.395421,0.013812,0.024806,0.039728,0.038055,0.05157,0.429565,1.00E-05,0.007032,NA,9,NHB,HBSC
S_20_03497,215.NHB.2001.BELUGA.ADN_20_05970.S_20_03497.dl.n_s.bam,0.265593,0.016312,0.010708,0.020002,1.00E-05,1.00E-05,0.65947,0.026097,0.0018,NA,9,NHB,HBSC
S_20_01453,223.NHS.1993.BELUGA.ADN_20_04900.S_20_01453.dl.n_s.bam,0.289109,0.016431,0.029101,0.051945,0.029367,0.037567,0.545243,1.00E-05,0.001226,NA,9,NHS,HBSC
S_20_01528,231.NHS.1989.BELUGA.ADN_20_05001.S_20_01528.dl.n_s.bam,0.31897,0.001718,0.045825,0.069857,0.086316,0.03705,0.434261,1.00E-05,0.005993,NA,9,NHS,HBSC
S_20_00657,16.NWH.1999.BELUGA.ADN_20_02092.S_20_00657.dl.n_s.bam,0.04621,1.00E-05,0.006685,0.766914,0.065052,0.115099,1.00E-05,1.00E-05,1.00E-05,NA,9,NWH,CS
S_20_00678,44.NWH.1992.BELUGA.ADN_20_01413.S_20_00678.dl.n_s.bam,0.273196,0.016757,0.073858,0.036588,0.019286,0.050447,0.34234,0.183684,0.003846,NA,9,NWH,HBSC
S_20_00681,18.NWH.1999.BELUGA.ADN_20_01484.S_20_00681.dl.n_s.bam,0.387595,0.009772,1.00E-05,0.010805,1.00E-05,0.049787,0.473635,0.064006,0.00438,NA,9,NWH,HBSC
S_20_00682,17.NWH.1999.BELUGA.ADN_20_01402.S_20_00682.dl.n_s.bam,0.244921,0.007149,1.00E-05,0.032274,0.03992,0.003584,0.634033,0.037743,0.000367,NA,9,NWH,HBSC
S_20_00792,22.NWH.2003.BELUGA.ADN_20_02360.S_20_00792.dl.n_s.bam,0.383982,0.011494,1.00E-05,1.00E-05,1.00E-05,0.037432,0.514446,0.048342,0.004275,NA,9,NWH,HBSC
S_20_00795,23.NWH.2003.BELUGA.ADN_20_01016.S_20_00795.dl.n_s.bam,0.378353,1.00E-05,0.024159,1.00E-05,0.031872,0.036688,0.526784,1.00E-05,0.002114,NA,9,NWH,HBSC
S_20_00804,24.NWH.2003.BELUGA.ADN_20_02352.S_20_00804.dl.n_s.bam,0.440967,1.00E-05,0.025883,0.059076,0.058935,0.081779,0.291266,0.03878,0.003303,NA,9,NWH,HBSC
S_20_01022,52.NWH.1997.BELUGA.ADN_20_01203.S_20_01022.dl.n_s.bam,0.33271,0.023081,1.00E-05,0.00933,1.00E-05,1.00E-05,0.594087,0.036484,0.004278,NA,9,NWH,HBSC
S_20_01230,27.NWH.2009.BELUGA.ADN_20_04617.S_20_01230.dl.n_s.bam,0.292519,0.014729,0.007052,0.0266,0.029548,1.00E-05,0.599381,0.022187,0.007975,NA,9,NWH,HBSC
S_20_01233,26.NWH.2009.BELUGA.ADN_20_04620.S_20_01233.dl.n_s.bam,0.318523,1.00E-05,0.02089,0.017923,1.00E-05,0.006399,0.628646,1.00E-05,0.007589,NA,9,NWH,HBSC
S_20_01250,31.NWH.1999.BELUGA.ADN_20_04639.S_20_01250.dl.n_s.bam,0.388832,0.00749,0.031409,0.006547,0.029482,0.053045,0.483175,1.00E-05,1.00E-05,NA,9,NWH,HBSC
S_20_01282,38.NWH.2005.BELUGA.ADN_20_04738.S_20_01282.dl.n_s.bam,0.393447,1.00E-05,0.033984,0.055005,0.012737,0.056514,0.432097,0.01303,0.003176,NA,9,NWH,HBSC
S_20_01288,48.NWH.1999.BELUGA.ADN_20_04732.S_20_01288.dl.n_s.bam,0.288676,0.000813,0.013604,0.075578,0.042552,0.020213,0.556483,1.00E-05,0.002071,NA,9,NWH,HBSC
S_20_01290,51.NWH.1999.BELUGA.ADN_20_04730.S_20_01290.dl.n_s.bam,0.358919,0.015344,0.019984,0.032413,0.017997,0.037074,0.487738,0.023839,0.00669,NA,9,NWH,HBSC
S_20_01294,35.NWH.2005.BELUGA.ADN_20_04726.S_20_01294.dl.n_s.bam,0.216914,1.00E-05,0.443371,0.049972,0.064753,0.042624,0.156205,0.020062,0.006088,NA,9,NWH,HBSC
S_20_01296,36.NWH.2005.BELUGA.ADN_20_04724.S_20_01296.dl.n_s.bam,0.373645,0.006811,0.040454,0.032375,0.055477,0.047697,0.310945,0.129843,0.002754,NA,9,NWH,HBSC
S_20_01298,19.NWH.1999.BELUGA.ADN_20_04722.S_20_01298.dl.n_s.bam,0.290791,0.001725,0.033522,1.00E-05,0.038934,0.034257,0.596714,1.00E-05,0.004036,NA,9,NWH,HBSC
S_20_01308,37.NWH.2005.BELUGA.ADN_20_04712.S_20_01308.dl.n_s.bam,0.419647,1.00E-05,0.008354,1.00E-05,0.085727,0.023962,0.430576,0.031705,1.00E-05,NA,9,NWH,HBSC
S_20_01310,34.NWH.1999.BELUGA.ADN_20_04710.S_20_01310.dl.n_s.bam,0.329179,0.008029,0.001966,1.00E-05,1.00E-05,0.046462,0.584202,0.030129,1.20E-05,NA,9,NWH,HBSC
S_20_01317,54.NWH.1997.BELUGA.ADN_20_05019.S_20_01317.dl.n_s.bam,0.392985,1.00E-05,0.021511,0.024496,0.046133,0.06077,0.424938,0.027995,0.001162,NA,9,NWH,HBSC
S_20_01322,53.NWH.1997.BELUGA.ADN_20_04692.S_20_01322.dl.n_s.bam,0.356679,0.009572,0.024358,0.00832,0.034477,0.065507,0.495526,0.004639,0.000922,NA,9,NWH,HBSC
S_20_01363,15.NWH.2014.BELUGA.ADN_20_04776.S_20_01363.dl.n_s.bam,0.239528,0.023305,1.00E-05,0.046468,1.00E-05,0.010403,0.6412,0.034927,0.004149,NA,9,NWH,HBSC
S_20_01366,30.NWH.2014.BELUGA.ADN_20_04780.S_20_01366.dl.n_s.bam,0.415749,0.006303,0.009163,1.00E-05,0.0491,0.045954,0.452943,0.020768,1.00E-05,NA,9,NWH,HBSC
S_20_01374,25.NWH.2008.BELUGA.ADN_20_04772.S_20_01374.dl.n_s.bam,0.340292,1.00E-05,0.047805,0.053613,0.058989,0.044971,0.453326,1.00E-05,0.000983,NA,9,NWH,HBSC
S_20_01375,20.NWH.1999.BELUGA.ADN_20_04755.S_20_01375.dl.n_s.bam,0.350167,0.010474,1.00E-05,0.04422,0.072631,0.031635,0.378048,0.106977,0.005838,NA,9,NWH,HBSC
S_20_01419,49.NWH.2011.BELUGA.ADN_20_04829.S_20_01419.dl.n_s.bam,0.370547,0.012121,0.003146,0.017933,0.049549,0.023989,0.496186,0.025082,0.001446,NA,9,NWH,HBSC
S_20_01514,28.NWH.2012.BELUGA.ADN_20_04986.S_20_01514.dl.n_s.bam,0.291898,0.018671,0.014833,0.018916,0.062138,0.03693,0.53172,0.018882,0.006012,NA,9,NWH,HBSC
S_20_01516,29.NWH.2012.BELUGA.ADN_20_04988.S_20_01516.dl.n_s.bam,0.332396,1.00E-05,0.045054,1.00E-05,0.042958,0.023034,0.554401,1.00E-05,0.002126,NA,9,NWH,HBSC
S_20_01551,33.NWH.2010.BELUGA.ADN_20_05933.S_20_01551.dl.n_s.bam,0.400029,1.00E-05,0.022971,0.012273,0.025432,0.04956,0.485494,0.004221,1.00E-05,NA,9,NWH,HBSC
S_20_01553,56.NWH.2011.BELUGA.ADN_20_05929.S_20_01553.dl.n_s.bam,0.39804,0.016706,0.01506,0.023593,0.059321,0.051667,0.295162,0.135316,0.005136,NA,9,NWH,HBSC
S_20_01555,50.NWH.2014.BELUGA.ADN_20_05927.S_20_01555.dl.n_s.bam,0.353143,0.006512,0.031012,0.025898,1.00E-05,0.012691,0.565801,1.00E-05,0.004923,NA,9,NWH,HBSC
S_20_01562,39.NWH.2009.BELUGA.ADN_20_05923.S_20_01562.dl.n_s.bam,0.329696,0.015832,0.000575,0.095712,0.020638,0.018513,0.501463,0.017433,0.000138,NA,9,NWH,HBSC
S_20_01567,55.NWH.2009.BELUGA.ADN_20_05924.S_20_01567.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,NA,9,NWH,HBSC
S_20_01590,40.NWH.2010.BELUGA.ADN_20_05886.S_20_01590.dl.n_s.bam,0.368315,0.024417,0.029623,0.022087,0.035233,0.083282,0.313578,0.115513,0.007953,NA,9,NWH,HBSC
S_20_01594,32.NWH.2009.BELUGA.ADN_20_05871.S_20_01594.dl.n_s.bam,0.355915,0.012488,0.030113,0.050464,0.07674,0.041567,0.306139,0.122803,0.00377,NA,9,NWH,HBSC
S_20_03515,46.NWH.2015.BELUGA.ADN_20_01172.S_20_03515.dl.n_s.bam,0.327226,0.020902,0.016863,0.067604,0.033912,0.022321,0.386816,0.121815,0.002542,NA,9,NWH,HBSC
S_20_03517,47.NWH.2015.BELUGA.ADN_20_01174.S_20_03517.dl.n_s.bam,0.350338,0.012618,0.007594,0.018037,0.068175,0.036879,0.339943,0.157218,0.009197,NA,9,NWH,HBSC
S_20_04103,13.REB.1995.BELUGA.ADN_20_05504.S_20_04103.dl.n_s.bam,0.403612,1.00E-05,0.000918,0.009976,0.055826,0.061118,0.4434,0.025127,1.40E-05,NA,9,NHB,HBSC
S_20_04108,14.REB.1997.BELUGA.ADN_20_05509.S_20_04108.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,NA,9,NHB,HBSC
S_20_04123,11.REB.2006.BELUGA.ADN_20_05524.S_20_04123.dl.n_s.bam,0.279535,0.012082,0.013846,0.075788,0.081425,0.024394,0.481641,0.030351,0.000938,NA,9,NHB,HBSC
S_20_01266,5.RES.2003.BELUGA.ADN_20_04662.S_20_01266.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,NA,9,RES,RES
S_20_01428,4.RES.2001.BELUGA.ADN_20_04943.S_20_01428.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,NA,9,RES,RES
S_20_01513,8.RES.2012.BELUGA.ADN_20_04985.S_20_01513.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,NA,9,RES,RES
S_20_01530,3.RES.2012.BELUGA.ADN_20_05003.S_20_01530.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,NA,9,RES,RES
S_20_04119,2.RES.1996.BELUGA.ADN_20_05520.S_20_04119.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,NA,9,RES,RES
S_20_04121,1.RES.1996.BELUGA.ADN_20_05522.S_20_04121.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,NA,9,RES,RES
S_20_01441,140.SAN.2009.BELUGA.ADN_20_04939.S_20_01441.dl.n_s.bam,0.535059,0.008465,0.00819,1.00E-05,0.023514,0.023064,0.343707,0.046537,0.011454,NA,9,BEL,HBSC
S_20_01465,130.SAN.1995.BELUGA.ADN_20_04912.S_20_01465.dl.n_s.bam,0.499977,0.011911,1.00E-05,0.020856,0.021624,0.026851,0.360068,0.048923,0.009779,NA,9,BEL,HBSC
S_20_03642,172.SAN.2018.BELUGA.ADN_20_05389.S_20_03642.dl.n_s.bam,0.530407,0.020686,0.027673,0.015396,0.002993,0.003774,0.356986,0.024713,0.017371,NA,9,BEL,HBSC
S_20_03669,177.SAN.2020.BELUGA.ADN_20_05103.S_20_03669.dl.n_s.bam,0.110986,0.012099,1.00E-05,0.0384,0.648347,0.032988,0.112099,0.044605,0.000466,NA,9,BEL,SEHB
S_20_03671,180.SAN.2020.BELUGA.ADN_20_05105.S_20_03671.dl.n_s.bam,0.084786,0.009403,0.009464,0.091574,0.594818,0.076962,0.122226,0.010757,1.00E-05,NA,9,BEL,SEHB
S_20_03846,109.SAN.1994.BELUGA.ADN_20_06011.S_20_03846.dl.n_s.bam,0.501263,0.002302,0.025313,0.050988,0.015617,0.012443,0.356973,0.022401,0.0127,NA,9,BEL,HBSC
S_20_03849,185.SAN.1994.BELUGA.ADN_20_05255.S_20_03849.dl.n_s.bam,0.585711,0.002675,1.00E-05,0.003609,0.022121,0.022811,0.299772,0.057515,0.005775,NA,9,BEL,HBSC
S_20_03957,115.SAN.2016.BELUGA.ADN_20_05359.S_20_03957.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,9,BEL,SEHB
S_20_04029,165.SAN.2016.BELUGA.ADN_20_05430.S_20_04029.dl.n_s.bam,0.535845,0.000676,1.00E-05,1.00E-05,0.030632,0.063858,0.303776,0.059367,0.005827,NA,9,BEL,HBSC
S_20_04091,175.SAN.2020.BELUGA.ADN_20_05492.S_20_04091.dl.n_s.bam,0.563975,0.000331,1.00E-05,1.00E-05,1.00E-05,0.031987,0.334839,0.059459,0.009378,NA,9,BEL,HBSC
S_20_00621,88.SEH.2003.BELUGA.ADN_20_01042.S_20_00621.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,9,SEH,SEHB
S_20_01765,102.SEH.1994.BELUGA.ADN_20_01678.S_20_01765.dl.n_s.bam,0.300093,0.004855,0.060363,0.047545,0.129033,0.055626,0.39227,0.010206,1.00E-05,NA,9,SEH,HBSC
S_20_01784,100.SEH.1994.BELUGA.ADN_20_01677.S_20_01784.dl.n_s.bam,0.3306,1.00E-05,0.046551,0.073744,0.088983,0.04377,0.416315,1.00E-05,1.70E-05,NA,9,SEH,HBSC
S_20_01867,101.SEH.1994.BELUGA.ADN_20_02630.S_20_01867.dl.n_s.bam,0.307178,0.010816,0.00539,0.062338,0.106309,0.015285,0.460343,0.02519,0.00715,NA,9,SEH,HBSC
S_20_01889,89.SEH.1995.BELUGA.ADN_20_01683.S_20_01889.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,9,SEH,SEHB
S_20_02175,87.SEH.2002.BELUGA.ADN_20_01915.S_20_02175.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,9,SEH,SEHB
S_20_02340,103.SEH.2000.BELUGA.ADN_20_04477.S_20_02340.dl.n_s.bam,0.241552,0.029542,0.051234,0.079797,0.11097,0.023486,0.463399,1.00E-05,1.00E-05,NA,9,SEH,HBSC
S_20_03105,90.SEH.1997.BELUGA.ADN_20_03225.S_20_03105.dl.n_s.bam,0.333902,0.009724,0.044963,0.025862,0.094011,0.043095,0.426869,0.01634,0.005233,NA,9,SEH,HBSC
S_20_03418,98.SEH.2016.BELUGA.ADN_20_02489.S_20_03418.dl.n_s.bam,0.318744,0.015558,0.054829,0.013156,0.095632,0.01613,0.479282,1.00E-05,0.006659,NA,9,SEH,HBSC
S_20_03419,99.SEH.2016.BELUGA.ADN_20_03865.S_20_03419.dl.n_s.bam,0.349526,0.006343,0.014052,0.051447,0.066157,1.00E-05,0.51142,0.000715,0.00033,NA,9,SEH,HBSC
S_20_03420,94.SEH.2016.BELUGA.ADN_20_01726.S_20_03420.dl.n_s.bam,0.06871,0.023448,1.00E-05,0.076442,0.652291,0.015926,0.142472,0.014148,0.006553,NA,9,SEH,SEHB
S_20_03421,95.SEH.2016.BELUGA.ADN_20_02490.S_20_03421.dl.n_s.bam,0.327593,0.014688,0.040072,0.045714,0.06208,0.001998,0.5038,0.001798,0.002257,NA,9,SEH,HBSC
S_20_03422,97.SEH.2016.BELUGA.ADN_20_02491.S_20_03422.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,9,SEH,SEHB
S_20_03526,96.SEH.2016.BELUGA.ADN_20_03197.S_20_03526.dl.n_s.bam,0.32684,0.010735,0.041621,0.033866,0.083485,0.03563,0.461048,0.006767,1.00E-05,NA,9,SEH,HBSC
S_20_01726,251.SHS.2019.BELUGA.ADN_20_04589.S_20_01726.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,9,SHS,SEHB
S_20_01743,279.SHS.2020.BELUGA.ADN_20_04591.S_20_01743.dl.n_s.bam,0.286887,0.016537,0.023057,0.03401,0.056938,0.035645,0.521441,0.021406,0.00408,NA,9,SHS,HBSC
S_20_01750,250.SHS.2019.BELUGA.ADN_20_04597.S_20_01750.dl.n_s.bam,0.211929,1.00E-05,0.029998,0.129691,0.101026,0.063431,0.45793,0.003616,0.002369,NA,9,SHS,HBSC
S_20_01935,240.SHS.1999.BELUGA.ADN_20_01892.S_20_01935.dl.n_s.bam,0.247701,0.011126,0.001518,0.00469,0.004006,0.023944,0.686845,0.020159,1.00E-05,NA,9,SHS,HBSC
S_20_02016,270.SHS.2013.BELUGA.ADN_20_04084.S_20_02016.dl.n_s.bam,0.308383,0.009067,0.016889,0.062315,0.064685,0.036164,0.481881,0.020606,1.00E-05,NA,9,SHS,HBSC
S_20_02328,280.SHS.2000.BELUGA.ADN_20_04465.S_20_02328.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,NA,9,SHS,HBSC
S_20_02329,261.SHS.2000.BELUGA.ADN_20_04466.S_20_02329.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,NA,9,SHS,HBSC
S_20_02537,241.SHS.2004.BELUGA.ADN_20_04338.S_20_02537.dl.n_s.bam,0.239051,0.028142,0.005016,0.062193,0.05948,0.008947,0.557323,0.039696,0.000153,NA,9,SHS,HBSC
S_20_02539,242.SHS.2004.BELUGA.ADN_20_04340.S_20_02539.dl.n_s.bam,0.228019,0.003009,1.00E-05,0.040971,0.080402,0.02,0.600332,0.023777,0.003481,NA,9,SHS,HBSC
S_20_02925,275.SHS.2018.BELUGA.ADN_20_03885.S_20_02925.dl.n_s.bam,0.393929,0.004286,0.03189,0.017088,0.04736,0.024437,0.453726,0.027274,1.00E-05,NA,9,SHS,HBSC
S_20_02927,264.SHS.2018.BELUGA.ADN_20_03983.S_20_02927.dl.n_s.bam,0.342319,0.029606,1.00E-05,0.037387,0.012801,0.015245,0.498157,0.056591,0.007884,NA,9,SHS,HBSC
S_20_02952,256.SHS.2018.BELUGA.ADN_20_04008.S_20_02952.dl.n_s.bam,0.329378,0.011272,1.00E-05,0.00484,0.021771,0.06353,0.527091,0.031827,0.010281,NA,9,SHS,HBSC
S_20_03438,253.SHS.1995.BELUGA.ADN_20_05083.S_20_03438.dl.n_s.bam,0.272996,1.00E-05,0.039327,0.09521,0.096401,0.04837,0.447666,1.00E-05,1.00E-05,NA,9,SHS,HBSC
S_20_03439,285.SHS.1995.BELUGA.ADN_20_05084.S_20_03439.dl.n_s.bam,0.251375,0.000183,1.00E-05,0.062711,0.118352,0.043543,0.488811,0.035006,1.00E-05,NA,9,SHS,HBSC
S_20_03440,252.SHS.1995.BELUGA.ADN_20_05085.S_20_03440.dl.n_s.bam,0.225165,0.005424,0.024605,0.116803,0.087992,0.055178,0.482362,0.00246,1.00E-05,NA,9,SHS,HBSC
S_20_01777,352.SLE.2018.BELUGA.ADN_20_04287.S_20_01777.dl.n_s.bam,1.00E-05,0.574615,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.425315,1.00E-05,1.00E-05,NA,9,SLE,SLE
S_20_01781,351.SLE.2009.BELUGA.ADN_20_04491.S_20_01781.dl.n_s.bam,0.267703,0.014743,0.032341,0.131682,0.043523,0.012867,0.491371,0.003622,0.002147,NA,9,SLE,HBSC
S_20_01788,347.SLE.2017.BELUGA.ADN_20_04284.S_20_01788.dl.n_s.bam,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,9,SLE,SLE
S_20_01797,343.SLE.2018.BELUGA.ADN_20_04288.S_20_01797.dl.n_s.bam,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,9,SLE,SLE
S_20_03480,359.SLE.2010.BELUGA.ADN_20_05810.S_20_03480.dl.n_s.bam,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,9,SLE,SLE
S_20_03540,348.SLE.2019.BELUGA.ADN_20_05794.S_20_03540.dl.n_s.bam,1.00E-05,0.753314,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.246616,1.00E-05,1.00E-05,NA,9,SLE,SLE
S_20_03659,358.SLE.2019.BELUGA.ADN_20_05813.S_20_03659.dl.n_s.bam,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,9,SLE,SLE
S_20_00770,74.SWH.2003.BELUGA.ADN_20_01128.S_20_00770.dl.n_s.bam,0.279571,0.014897,0.033447,0.091724,0.05976,0.016322,0.498089,0.006181,1.00E-05,NA,9,SWH,HBSC
S_20_01178,287.UNG.2019.BELUGA.ADN_20_02304.S_20_01178.dl.n_s.bam,0.205139,0.012598,0.006348,0.044048,0.058973,0.043554,0.613294,0.011699,0.004347,NA,9,UNG,HBSC
S_20_01179,288.UNG.2019.BELUGA.ADN_20_02305.S_20_01179.dl.n_s.bam,0.300872,0.011286,0.017465,0.045455,0.08565,0.052067,0.441628,0.039816,0.005762,NA,9,UNG,HBSC
S_20_01180,286.UNG.2019.BELUGA.ADN_20_02306.S_20_01180.dl.n_s.bam,0.220339,0.017186,0.008988,0.065247,0.041092,0.005177,0.633276,0.003466,0.005229,NA,9,UNG,HBSC
S_20_00807,57.JAM.2002.BELUGA.ADN_20_01029.S_20_00807.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,NA,9,JAM,HBSC
S_20_00808,58.JAM.2002.BELUGA.ADN_20_01030.S_20_00808.dl.n_s.bam,0.377009,0.003556,0.003095,0.025066,0.047167,0.030929,0.486279,0.026887,1.00E-05,NA,9,JAM,HBSC
S_20_00809,60.JAM.2002.BELUGA.ADN_20_01031.S_20_00809.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,NA,9,JAM,HBSC
S_20_00810,59.JAM.2002.BELUGA.ADN_20_01032.S_20_00810.dl.n_s.bam,0.383832,0.008169,0.026491,0.039521,0.013756,0.023653,0.496559,1.00E-05,0.008009,NA,9,JAM,HBSC
S_20_01019,220.NEH.2003.BELUGA.ADN_20_01427.S_20_01019.dl.n_s.bam,0.217885,0.01909,1.00E-05,0.075964,0.059529,0.020662,0.554687,0.046233,0.005941,NA,9,NEH,HBSC
S_20_00944,195.NHB.1996.BELUGA.ADN_20_01523.S_20_00944.dl.n_s.bam,0.328538,0.040926,1.00E-05,0.019992,0.040192,0.015879,0.410643,0.14381,1.00E-05,NA,9,NHB,HBSC
S_20_00948,196.NHB.1996.BELUGA.ADN_20_01527.S_20_00948.dl.n_s.bam,0.322243,0.011577,1.00E-05,0.045898,0.040793,1.00E-05,0.41898,0.157697,0.002792,NA,9,NHB,HBSC
