"Numero_unique_specimen","Type_analyse","Annee_envoi","No_soumission_GQ","No_plaque_envoi","No_puits_envoi","Nom_projet","Numero_unique_groupe","Numero_reception_specimen","Nom_commun","Genre","Espece","Couleur_individu","Age","Sexe_visuel","Region_echantillonnage","Lieu_echantillonnage","Latitude_echantillonnage_DD","Longitude_echantillonnage_DD","Annee_echantillonnage","Mois_echantillonnage","Jour_echantillonnage","Communaute","Nom_chasseur","Sexe_laboratoire","Technique_sexage","Responsable_sexage","Numero_unique_extrait","Haplotype","Librairie_ref"
"S_20_03977","WGS",2021,"SCI034751","PE_21_00073","A12","MOBELS","G_20_03977","ARSQ_18_1665","BELUGA","Delphinapterus","leucas",NA,NA,"F","SAN","Claw_Point_Kataluuk","56.6294","-79.1402",2018,"6",14,"Sanikiluaq","Gordon_Kavik","F","qPCR","S_Guillou","ADN_20_05379","HL001","librairie_143_haplotypes615"
"S_20_03642","WGS",2021,"SCI034751","PE_21_00073","G02","MOBELS","G_20_03642","ARSQ_18_1644","BELUGA","Delphinapterus","leucas",NA,NA,"M","SAN","Sanikiluaq",NA,NA,2018,"7",3,"Sanikiluaq","Noah_Arragutainaq","F","qPCR","S_Guillou","ADN_20_00718",NA,"librairie_143_haplotypes615"
"S_20_04017","WGS",2021,"SCI034751","PE_21_00073","F02","MOBELS","G_20_04017","ARSQ_16_1486","BELUGA","Delphinapterus","leucas",NA,14,"M","SAN","Sanikiluaq","56.37128","-79.45097",2016,"6",28,"Sanikiluaq","Josie_Amitook","M","qPCR","S_Guillou","ADN_20_05418",NA,"librairie_143_haplotypes615"
"S_20_04019","WGS",2021,"SCI034751","PE_21_00073","F09","MOBELS","G_20_04019","ARSQ_16_1480","BELUGA","Delphinapterus","leucas",NA,39,NA,"SAN","Sanikiluaq","55.73578","-79.32612",2016,"6",23,"Sanikiluaq","Tamussie_Oqaltuk","M","qPCR","S_Guillou","ADN_20_05420",NA,"librairie_143_haplotypes615"
"S_20_04031","WGS",2021,"SCI034751","PE_21_00073","C04","MOBELS","G_20_04031","ARSQ_17_1633","BELUGA","Delphinapterus","leucas",NA,41,"F","SAN","Renouf_island","56.55162","-79.12278",2017,"5",31,"Sanikiluaq","Jackie_Iqaluk","M","qPCR","S_Guillou","ADN_20_05432",NA,"librairie_143_haplotypes615"
"S_20_04056","WGS",2021,"SCI034751","PE_21_00073","F05","MOBELS","G_20_04056","ARSQ_19_1692","BELUGA","Delphinapterus","leucas",NA,NA,"F","SAN","Claw_Point_Kataluuk","56.6047093","-79.1476503",2019,"6",12,"Sanikiluaq","Josie_Amittuk","M","qPCR","S_Guillou","ADN_20_05457","HL001","librairie_143_haplotypes615"
"S_20_04063","WGS",2021,"SCI034751","PE_21_00073","G03","MOBELS","G_20_04063","ARSQ_2019_1571","BELUGA","Delphinapterus","leucas",NA,NA,"M","SAN","Renouf_island","56.6","-79.15",2019,"10",29,"Sanikiluaq","Lucassie_Ippak","M","qPCR","S_Guillou","ADN_20_05464","HL032","librairie_143_haplotypes615"
"S_20_04088","WGS",2021,"SCI034751","PE_21_00073","F03","MOBELS","G_20_04088","ARSQ_20_1717","BELUGA","Delphinapterus","leucas",NA,NA,"F","SAN","Sanikiluaq",NA,NA,2020,"6",3,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05489","HL035","librairie_143_haplotypes615"
"S_20_04108","WGS",2021,"SCI034751","PE_21_00073","D05","MOBELS","G_20_04108","B97_338","BELUGA","Delphinapterus","leucas",NA,16,"F","NHB","White_Island",NA,NA,1997,"8",23,"Naujaat","JOANI_KRINGAYARK","F","qPCR","S_Guillou","ADN_20_05509","HL003","librairie_143_haplotypes615"
"S_20_04121","WGS",2021,"SCI034751","PE_21_00073","F12","MOBELS","G_20_04121","B95_493","BELUGA","Delphinapterus","leucas",NA,7,"F","RES",NA,NA,NA,1996,"8",6,"Resolute","ROBERT_MARQNIQ","F","qPCR","S_Guillou","ADN_20_05522","HL003","librairie_143_haplotypes615"
"S_20_01217","WGS",2021,"SCI034751","PE_21_00073","H05","MOBELS","G_20_01217","ARPG_02_1041","BELUGA","Delphinapterus","leucas",NA,NA,"F","CSB","Pangnirtung",NA,NA,2002,"7",27,"Pangnirtung","Itooloo_Kullualik","F","qPCR","S_Guillou","ADN_20_01143",NA,"librairie_143_haplotypes615"
"S_20_01032","WGS",2021,"SCI034751","PE_21_00073","E07","MOBELS","G_20_01032","ARAR_03_1071","BELUGA","Delphinapterus","leucas",NA,27,"M","NWH","Arviat",NA,NA,2003,"8",6,"Arviat",NA,"M","qPCR","S_Guillou","ADN_20_01018",NA,"librairie_143_haplotypes615"
"S_20_01580","WGS",2021,"SCI034751","PE_21_00073","F07","MOBELS","G_20_01580","ARPG_2016_1537","BELUGA","Delphinapterus","leucas",NA,18,"M","CSB","Cumberland_sound_Ingiiqtivvik",NA,NA,2016,"7",7,"Pangnirtung","Maritha_Dialla","M","qPCR","S_Guillou","ADN_20_05906","HL003","librairie_143_haplotypes615"
"S_20_01562","WGS",2021,"SCI034751","PE_21_00073","B09","MOBELS","G_20_01562","ARAR_2009_1225","BELUGA","Delphinapterus","leucas",NA,NA,"M","NWH","Arviat_Sentry_Island",NA,NA,2009,"8",24,"Arviat",NA,"F","qPCR","S_Guillou","ADN_20_05923","HL003","librairie_143_haplotypes615"
"S_20_01539","WGS",2021,"SCI034751","PE_21_00073","H09","MOBELS","G_20_01539","ARPG84_30","BELUGA","Delphinapterus","leucas",NA,15,"F","CSB","Clearwater_Fiord","65.13","-65.45",1984,"8",25,"Pangnirtung","David_and_Jay","F","qPCR","C_Bonnet","ADN_22_00086","HL003","librairie_143_haplotypes615"
"S_20_03846","WGS",2021,"SCI034751","PE_21_00073","G12","MOBELS","G_20_03846","94_B93_94_SQ","BELUGA","Delphinapterus","leucas",NA,38,"F","SAN","Coats_Bay",NA,NA,1994,"7",1,"Sanikiluaq","Lucassie_Appaqaq","F","qPCR","S_Guillou","ADN_20_06011","HL001","librairie_143_haplotypes615"
"S_20_03454","WGS",2021,"SCI034751","PE_21_00074","C01","MOBELS","G_20_03454","DL2008_JB_05","BELUGA","Delphinapterus","leucas",NA,NA,"M","JAM","Pointe_de_Repentigny_James_Bay","52.64","-78.856",2008,"8",8,"DFO_MPO",NA,"M","qPCR","S_Guillou","ADN_20_00980","HL008","librairie_143_haplotypes615"
"S_20_00795","WGS",2021,"SCI034751","PE_21_00074","C04","MOBELS","G_20_00795","ARAR_03_1069","BELUGA","Delphinapterus","leucas",NA,24,"F","NWH","Arviat",NA,NA,2003,"8",17,"Arviat",NA,"F","qPCR","S_Guillou","ADN_20_01016","HL045","librairie_143_haplotypes615"
"S_20_00807","WGS",2021,"SCI034751","PE_21_00074","H02","MOBELS","G_20_00807","NQ02_4147","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Bear_Island_Baie_James","54.2","-81",2002,"9",7,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_01029","HL001","librairie_143_haplotypes615"
"S_20_01216","WGS",2021,"SCI034751","PE_21_00074","D05","MOBELS","G_20_01216","ARPG_02_002","NARVAL","Monodon","monoceros",NA,NA,"M","CSB","Cumberland_sound","66.150824","-65.710121",2001,"5",23,"Pangnirtung",NA,"M","qPCR","C_Bonnet","ADN_20_01038",NA,"librairie_143_haplotypes615"
"S_20_00770","WGS",2021,"SCI034751","PE_21_00074","B06","MOBELS","G_20_00770","ARNR_03_01","BELUGA","Delphinapterus","leucas",NA,NA,"M","SWH","Nelson_River","57.06494","-92.19655",2003,"7",30,"Churchill",NA,"M","qPCR","S_Guillou","ADN_20_01128","HL015","librairie_143_haplotypes615"
"S_20_00702","WGS",2021,"SCI034751","PE_21_00074","G06","MOBELS","G_20_00702","ARPG_02_1034","BELUGA","Delphinapterus","leucas",NA,30,"M","CSB","Pangnirtung",NA,NA,2002,"7",22,"Pangnirtung",NA,"M","qPCR","C_Bonnet","ADN_20_01138","HL030","librairie_143_haplotypes615"
"S_20_00691","WGS",2021,"SCI034751","PE_21_00074","B09","MOBELS","G_20_00691","ARPG_02_1036","BELUGA","Delphinapterus","leucas",NA,19,"F","CSB","Pangnirtung_Imilit",NA,NA,2002,"7",22,"Pangnirtung","Adamee_Veevee","F","qPCR","C_Bonnet","ADN_20_01139","HL003","librairie_143_haplotypes615"
"S_20_00662","WGS",2021,"SCI034751","PE_21_00074","A03","MOBELS","G_20_00662","ARPG_02_1072","BELUGA","Delphinapterus","leucas",NA,NA,"F","CSB","Pangnirtung",NA,NA,2002,"7",25,"Pangnirtung",NA,"F","qPCR","S_Guillou","ADN_20_01145","HL021","librairie_143_haplotypes615"
"S_20_00944","WGS",2021,"SCI034751","PE_21_00074","F07","MOBELS","G_20_00944","B96_254_COH","BELUGA","Delphinapterus","leucas",NA,23,"F","NHB","Coral_Harbour","64.108744","-83.117867",1996,"9",25,"Coral Harbour",NA,"M","qPCR","S_Guillou","ADN_20_01523","HL001","librairie_143_haplotypes615"
"S_20_00657","WGS",2021,"SCI034751","PE_21_00074","F02","MOBELS","G_20_00657","ARAR_99_1009","BELUGA","Delphinapterus","leucas",NA,9,"M","NWH","Arviat_Sentry Island",NA,NA,1999,"8",12,"Arviat",NA,"M","qPCR","S_Guillou","ADN_20_01238","HL018","librairie_143_haplotypes615"
"S_20_03510","WGS",2021,"SCI034751","PE_21_00074","B01","MOBELS","G_20_03510","ARPG_07_02","BELUGA","Delphinapterus","leucas",NA,NA,"F","CSB","Pangnirtung","66.2689","-67.1083",2007,"7",12,"Pangnirtung",NA,"F","qPCR","C_Bonnet","ADN_20_01164","HL057","librairie_143_haplotypes615"
"S_20_01181","WGS",2021,"SCI034751","PE_21_00074","H12","MOBELS","G_20_01181","DL19_108","BELUGA","Delphinapterus","leucas","Grey",18,NA,"SHS","Nuvuk","61.078","-69.553",2019,"6",10,"Quaqtaq","Willie_Jararuse","M","qPCR","S_Guillou","ADN_20_02205","HL008","librairie_143_haplotypes615"
"S_20_01182","WGS",2021,"SCI034751","PE_21_00074","D07","MOBELS","G_20_01182","DL19_114","BELUGA","Delphinapterus","leucas","White",36,NA,"SHS","Nuvuk","61.078","-69.553",2019,"6",11,"Quaqtaq","Willie_Jararuse","F","qPCR","C_Bonnet","ADN_20_02211","HL029","librairie_143_haplotypes615"
"S_20_01213","WGS",2021,"SCI034751","PE_21_00074","A01","MOBELS","G_20_01213","ARAR_03_1042","BELUGA","Delphinapterus","leucas",NA,23,"F","NWH","Arviat",NA,NA,2003,"8",14,"Arviat",NA,"F","qPCR","S_Guillou","ADN_20_00992",NA,"librairie_143_haplotypes615"
"S_20_01705","WGS",2021,"SCI034751","PE_21_00074","D08","MOBELS","G_20_01705","DL19_158","BELUGA","Delphinapterus","leucas","Grey",NA,NA,"SHS","Sugluk_Island",NA,NA,2019,"6",8,"Salluit","Poasie_Kaitak","M","qPCR","C_Bonnet","ADN_20_02244","HL026","librairie_143_haplotypes615"
"S_20_00710","WGS",2021,"SCI034751","PE_21_00074","H05","MOBELS","G_20_00710","DL2008_JB_06","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Pointe_de_Repentigny_James_Bay","52.64","-78.856",2008,"8",10,"DFO_MPO",NA,"F","qPCR","S_Guillou","ADN_20_00981","HL008","librairie_143_haplotypes615"
"S_20_03455","WGS",2021,"SCI034751","PE_21_00074","A09","MOBELS","G_20_03455","DL2008_JB_07","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Pointe_de_Repentigny_James_Bay","52.64","-78.856",2008,"8",16,"DFO_MPO",NA,"F","qPCR","S_Guillou","ADN_20_00982","HL008","librairie_143_haplotypes615"
"S_20_00804","WGS",2021,"SCI034751","PE_21_00074","E12","MOBELS","G_20_00804","ARAR_03_1055","BELUGA","Delphinapterus","leucas",NA,4,"M","NWH","Arviat",NA,NA,2003,"8",14,"Arviat",NA,"M","qPCR","S_Guillou","ADN_20_00967","HL004","librairie_143_haplotypes615"
"S_20_00703","WGS",2021,"SCI034751","PE_21_00074","H10","MOBELS","G_20_00703","ARPG_06_1265","BELUGA","Delphinapterus","leucas",NA,40,"M","CSB","Pangnirtung",NA,NA,2006,"7",1,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_01073","HL003","librairie_143_haplotypes615"
"S_20_02863","WGS",2021,"SCI034751","PE_21_00074","G02","MOBELS","G_20_02863","DL15_255","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH","Kuujjuarapik","55.267901","-77.795199",2015,NA,NA,"Umiujaq",NA,"F","qPCR","S_Guillou","ADN_20_03812",NA,"librairie_143_haplotypes615"
"S_20_02925","WGS",2021,"SCI034751","PE_21_00074","H09","MOBELS","G_20_02925","DL18_110","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Quaqtaq",NA,NA,2018,"7",10,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03885","HL003","librairie_143_haplotypes615"
"S_20_01968","WGS",2021,"SCI034751","PE_21_00074","A10","MOBELS","G_20_01968","DL10_166","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS",NA,NA,NA,2010,NA,NA,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_04035","HL003","librairie_143_haplotypes615"
"S_20_01998","WGS",2021,"SCI034751","PE_21_00074","H08","MOBELS","G_20_01998","DL_3006","BELUGA","Delphinapterus","leucas",NA,21,NA,"SHS","Quaqtaq","61.077","-69.553",2013,"6",24,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_04066","HL012","librairie_143_haplotypes615"
"S_20_02016","WGS",2021,"SCI034751","PE_21_00074","E09","MOBELS","G_20_02016","DL13_126","BELUGA","Delphinapterus","leucas",NA,22,"F","SHS","Pointe_Akulivik","61.777","-72.206",2013,"7",1,"Kangiqsujuaq",NA,"F","qPCR","S_Guillou","ADN_20_04084","HL066","librairie_143_haplotypes615"
"S_20_02022","WGS",2021,"SCI034751","PE_21_00074","C10","MOBELS","G_20_02022","DL13_207","BELUGA","Delphinapterus","leucas",NA,23,"F","SHS","Ivujivik","62.417","-77.911",2013,"10",20,"Akulivik",NA,"F","qPCR","S_Guillou","ADN_20_04095","HL001","librairie_143_haplotypes615"
"S_20_02329","WGS",2021,"SCI034751","PE_21_00074","E06","MOBELS","G_20_02329","DL0024","BELUGA","Delphinapterus","leucas",NA,23,"M","SHS",NA,NA,NA,2000,"7",6,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_04466","HL001","librairie_143_haplotypes615"
"S_20_03471","WGS",2021,"SCI034751","PE_21_00074","A08","MOBELS","G_20_03471","DL_10142","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Quaqtaq","61.597","-71.7",2010,"6",22,"Kuujjuaq",NA,"F","qPCR","S_Guillou","ADN_20_04504","HL022","librairie_143_haplotypes615"
"S_20_01754","WGS",2021,"SCI034751","PE_21_00074","A11","MOBELS","G_20_01754","DL20_284","BELUGA","Delphinapterus","leucas","Grey",NA,NA,"SHS","Quaqtaq",NA,NA,2020,"11",9,"Quaqtaq","Mathew_Okpik","M","qPCR","S_Guillou","ADN_20_04585","HL049","librairie_143_haplotypes615"
"S_20_01750","WGS",2021,"SCI034751","PE_21_00074","G09","MOBELS","G_20_01750","DL19_213","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Ivujivik",NA,NA,2019,"7",6,NA,NA,"F","qPCR","S_Guillou","ADN_20_04597","HL001","librairie_143_haplotypes615"
"S_20_01169","WGS",2021,"SCI034751","PE_21_00074","D09","MOBELS","G_20_01169","DL20_104","BELUGA","Delphinapterus","leucas","White",NA,NA,"SHS","Quaqtaq",NA,NA,2020,"11",9,"Quaqtaq","Mathew_Okpik","F","qPCR","S_Guillou","ADN_20_04603","HL003","librairie_143_haplotypes615"
"S_20_01160","WGS",2021,"SCI034751","PE_21_00074","B11","MOBELS","G_20_01160","DL19_009","BELUGA","Delphinapterus","leucas","White",NA,NA,"SHS","Kangiqsujuaq",NA,NA,2019,"11",6,"Kangiqsujuaq","Aipillie_Sakiagak","M","qPCR","S_Guillou","ADN_20_04609","HL073","librairie_143_haplotypes615"
"S_20_01233","WGS",2021,"SCI034751","PE_21_00074","B07","MOBELS","G_20_01233","ARAR_2009_1228","BELUGA","Delphinapterus","leucas",NA,NA,"M","NWH","Arviat",NA,NA,2009,"8",20,"Arviat","Darcy_Mammark","M","qPCR","S_Guillou","ADN_20_04620","HL003","librairie_143_haplotypes615"
"S_20_01261","WGS",2021,"SCI034751","PE_21_00074","F10","MOBELS","G_20_01261","ARCH_2007_1158","BELUGA","Delphinapterus","leucas",NA,17,"F","NHB",NA,NA,NA,2007,"8",14,"Coral Harbour","Charlie_Nakoolak","F","qPCR","S_Guillou","ADN_20_04657","HL003","librairie_143_haplotypes615"
"S_20_01266","WGS",2021,"SCI034751","PE_21_00074","F01","MOBELS","G_20_01266","ARRE_2003_1109","BELUGA","Delphinapterus","leucas",NA,28,"M","RES","Resolute_Bay",NA,NA,2003,"8",1,"Resolute","Peter_A","M","qPCR","S_Guillou","ADN_20_04662","HL001","librairie_143_haplotypes615"
"S_20_01327","WGS",2021,"SCI034751","PE_21_00074","F11","MOBELS","G_20_01327","B95_529","BELUGA","Delphinapterus","leucas",NA,21,NA,"CSB",NA,NA,NA,1997,"7",8,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_04678","HL003","librairie_143_haplotypes615"
"S_20_01308","WGS",2021,"SCI034751","PE_21_00074","F09","MOBELS","G_20_01308","ARAR_2005_1121","BELUGA","Delphinapterus","leucas",NA,33,"F","NWH","Arviat Point",NA,NA,2005,"8",NA,"Arviat","Frank_M","M","qPCR","S_Guillou","ADN_20_04712","HL003","librairie_143_haplotypes615"
"S_20_01296","WGS",2021,"SCI034751","PE_21_00074","E07","MOBELS","G_20_01296","ARAR_2005_1143","BELUGA","Delphinapterus","leucas",NA,13,"M","NWH","Arviat Point",NA,NA,2005,"7",13,"Arviat","Timothy_Taleriktok","M","qPCR","S_Guillou","ADN_20_04724","HL026","librairie_143_haplotypes615"
"S_20_01294","WGS",2021,"SCI034751","PE_21_00074","D04","MOBELS","G_20_01294","ARAR_2005_1144","BELUGA","Delphinapterus","leucas",NA,17,"M","NWH","Arviat Point",NA,NA,2005,"7",13,"Arviat","Timothy_Taleriktok","M","qPCR","S_Guillou","ADN_20_04726","HL026","librairie_143_haplotypes615"
"S_20_01288","WGS",2021,"SCI034751","PE_21_00074","G11","MOBELS","G_20_01288","ARAR_1999_1007","BELUGA","Delphinapterus","leucas",NA,22,"F","NWH",NA,NA,NA,1999,"8",25,"Arviat","Paul_K","F","qPCR","S_Guillou","ADN_20_04732","HL003","librairie_143_haplotypes615"
"S_20_01282","WGS",2021,"SCI034751","PE_21_00074","G08","MOBELS","G_20_01282","ARAR_2005_1151","BELUGA","Delphinapterus","leucas",NA,7,"F","NWH","Arviat_Sentry_Island",NA,NA,2005,"8",24,"Arviat","Kelly_Owijoot","F","qPCR","S_Guillou","ADN_20_04738","HL001","librairie_143_haplotypes615"
"S_20_01066","WGS",2021,"SCI034751","PE_21_00074","C06","MOBELS","G_20_01066","ARCH_00_1058","BELUGA","Delphinapterus","leucas",NA,8,"F","NHB","Coral_Harbour",NA,NA,2000,"8",24,"Coral Harbour",NA,"F","qPCR","S_Guillou","ADN_20_01290","HL003","librairie_143_haplotypes615"
"S_20_01067","WGS",2021,"SCI034751","PE_21_00074","E01","MOBELS","G_20_01067","ARCH_00_1063","BELUGA","Delphinapterus","leucas",NA,5,"F","NHB","Coral_Harbour_Kirchoffer_Point",NA,NA,2000,"8",24,"Coral Harbour","John_Shimout","F","qPCR","S_Guillou","ADN_20_01291","HL003","librairie_143_haplotypes615"
"S_20_01374","WGS",2021,"SCI034751","PE_21_00074","A12","MOBELS","G_20_01374","ARAR_2008_1190","BELUGA","Delphinapterus","leucas",NA,12,"M","NWH","Arviat",NA,NA,2008,"8",18,"Arviat","Arden_Nibgoarsi","M","qPCR","S_Guillou","ADN_20_04772","HL003","librairie_143_haplotypes615"
"S_20_01364","WGS",2021,"SCI034751","PE_21_00074","D03","MOBELS","G_20_01364","ARAR_2014_1325","BELUGA","Delphinapterus","leucas",NA,NA,"M","NWH",NA,NA,NA,2014,"8",16,"Arviat","Peter_M_Sr","M","qPCR","S_Guillou","ADN_20_04778","HL012","librairie_143_haplotypes615"
"S_20_01350","WGS",2021,"SCI034751","PE_21_00074","E08","MOBELS","G_20_01350","ARLH_2001_1003","BELUGA","Delphinapterus","leucas",NA,23,NA,"NHS",NA,NA,NA,2001,"11",9,"Kimmirut","Nalinek_Temela","M","qPCR","S_Guillou","ADN_20_04781",NA,"librairie_143_haplotypes615"
"S_20_01339","WGS",2021,"SCI034751","PE_21_00074","E03","MOBELS","G_20_01339","ARLH_2009_1223","BELUGA","Delphinapterus","leucas",NA,21,NA,"NHS","Big_Island",NA,NA,2009,"6",12,"Kimmirut","Josephie_Padluq","F","qPCR","S_Guillou","ADN_20_04800","HL003","librairie_143_haplotypes615"
"S_20_01335","WGS",2021,"SCI034751","PE_21_00074","G07","MOBELS","G_20_01335","ARPG_2000_1035","BELUGA","Delphinapterus","leucas",NA,6,"F","CSB","Aupaluktok_Island",NA,NA,2000,"7",10,"Pangnirtung","Temosie_Akpalialuk","F","qPCR","S_Guillou","ADN_20_04814","HL021","librairie_143_haplotypes615"
"S_20_01400","WGS",2021,"SCI034751","PE_21_00074","H11","MOBELS","G_20_01400","B97_164","BELUGA","Delphinapterus","leucas",NA,19,"M","FRB","Iqaluit",NA,NA,1997,"8",2,"Iqaluit","SIMON_NATTAQ","M","qPCR","S_Guillou","ADN_20_04855","HL001","librairie_143_haplotypes615"
"S_20_01438","WGS",2021,"SCI034751","PE_21_00074","B05","MOBELS","G_20_01438","B96_323","BELUGA","Delphinapterus","leucas",NA,6,"M","FRB",NA,NA,NA,1996,"8",11,"Iqaluit","JIMMY_QAUNIRQ","F","qPCR","S_Guillou","ADN_20_06040",NA,"librairie_143_haplotypes615"
"S_20_01482","WGS",2021,"SCI034751","PE_21_00074","G03","MOBELS","G_20_01482","B91_96","BELUGA","Delphinapterus","leucas",NA,17,"M","NHS","Itivik_Bay",NA,NA,1991,"11",2,"Kimmirut","Josephee_Padluq","M","qPCR","S_Guillou","ADN_20_04945","HL012","librairie_143_haplotypes615"
"S_20_01487","WGS",2021,"SCI034751","PE_21_00074","B03","MOBELS","G_20_01487","B94_122","BELUGA","Delphinapterus","leucas",NA,3,"M","NHS",NA,NA,NA,1994,"10",27,"Kimmirut","Nuyalia_Kimipi","F","qPCR","S_Guillou","ADN_20_04953","HL012","librairie_143_haplotypes615"
"S_20_01528","WGS",2021,"SCI034751","PE_21_00074","D12","MOBELS","G_20_01528","LH89_23","BELUGA","Delphinapterus","leucas",NA,19,"M","NHS","Maniittur_Cape_Kimmirut","62.5","-69.51",1989,"7",10,"Kimmirut","Pisiuta_Paluu","M","qPCR","S_Guillou","ADN_20_05001","HL010","librairie_143_haplotypes615"
"S_20_01530","WGS",2021,"SCI034751","PE_21_00074","G12","MOBELS","G_20_01530","ARRE_2012_1297","BELUGA","Delphinapterus","leucas",NA,NA,"F","RES",NA,NA,NA,2012,"8",31,"Resolute","Paddy_Aqiatushuk","M","qPCR","S_Guillou","ADN_20_04983","HL003","librairie_143_haplotypes615"
"S_20_01612","WGS",2021,"SCI034751","PE_21_00074","H06","MOBELS","G_20_01612","ARSQ_xx_1544","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","55.98817288","-79.25579291",2021,NA,NA,"Sanikiluaq","Entrapment","F","qPCR","S_Guillou","ADN_20_05033","HL032","librairie_143_haplotypes615"
"S_20_02799","WGS",2021,"SCI034751","PE_21_00074","F06","MOBELS","G_20_02799","DL09_87","BELUGA","Delphinapterus","leucas",NA,13,"F","SHS","Camp_Imilimmiut",NA,NA,2009,"6",26,"Aupaluk",NA,"M","qPCR","S_Guillou","ADN_20_05055","HL001","librairie_143_haplotypes615"
"S_20_03396","WGS",2021,"SCI034751","PE_21_00074","B10","MOBELS","G_20_03396","DL18_343P","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Ivujivik",NA,NA,2018,"11",1,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_05071","HL001","librairie_143_haplotypes615"
"S_20_03669","WGS",2021,"SCI034751","PE_21_00074","A06","MOBELS","G_20_03669","ARSQ_20_1726","BELUGA","Delphinapterus","leucas",NA,NA,"M","SAN","Sanikiluaq","56.78","-79.81",2020,"7",2,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_05103","HL002","librairie_143_haplotypes615"
"S_20_03707","WGS",2021,"SCI034751","PE_21_00074","C07","MOBELS","G_20_03707","ARSQ_09_1238","BELUGA","Delphinapterus","leucas",NA,NA,"M","SAN","Claw_Point_Kataluuk","56.663333000000002","-79.219443999999996",2009,"6",22,"Sanikiluaq","Johnny_Kudluarok","M","qPCR","S_Guillou","ADN_20_05141","HL001","librairie_143_haplotypes615"
"S_20_03731","WGS",2021,"SCI034751","PE_21_00074","E11","MOBELS","G_20_03731","FMSQ_2010_1002","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Renouf_island","56.34","-79.09",2010,"10",12,"Sanikiluaq","Thomassie_Oqaituq","M","qPCR","S_Guillou","ADN_20_05165","HL022","librairie_143_haplotypes615"
"S_20_03752","WGS",2021,"SCI034751","PE_21_00074","F05","MOBELS","G_20_03752","ARSQ_20_1747","BELUGA","Delphinapterus","leucas",NA,NA,"M","SAN","Sanikiluaq","55.666666999999997","-79.3",2020,"6",29,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_05183","HL001","librairie_143_haplotypes615"
"S_20_03761","WGS",2021,"SCI034751","PE_21_00074","D11","MOBELS","G_20_03761","ARSQ_06_1150","BELUGA","Delphinapterus","leucas",NA,26,"M","SAN","Sanikiluaq",NA,NA,2006,"5",27,"Sanikiluaq","Johnny_Kudluarok","M","qPCR","S_Guillou","ADN_20_05192","HL072","librairie_143_haplotypes615"
"S_20_03769","WGS",2021,"SCI034751","PE_21_00074","D06","MOBELS","G_20_03769","B97_110","BELUGA","Delphinapterus","leucas",NA,16,"F","SAN","Mosisee_Point",NA,NA,1998,"5",18,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05200","HL001","librairie_143_haplotypes615"
"S_20_03785","WGS",2021,"SCI034751","PE_21_00074","C12","MOBELS","G_20_03785","B95_235_SQ","BELUGA","Delphinapterus","leucas",NA,33,"M","SAN","Sanikiluaq",NA,NA,1995,"6",13,"Sanikiluaq","Jimmie_Iqaluq","M","qPCR","S_Guillou","ADN_20_05214","HL032","librairie_143_haplotypes615"
"S_20_03832","WGS",2021,"SCI034751","PE_21_00074","F08","MOBELS","G_20_03832","B94_15_SQ","BELUGA","Delphinapterus","leucas",NA,25,"M","SAN","Katapik",NA,NA,1994,"6",25,"Sanikiluaq","Johnassie_Kudluarde","F","qPCR","S_Guillou","ADN_20_05245","HL001","librairie_143_haplotypes615"
"S_20_03836","WGS",2021,"SCI034751","PE_21_00074","C11","MOBELS","G_20_03836","B94_20_SQ","BELUGA","Delphinapterus","leucas",NA,25,"M","SAN","Sanikiluaq",NA,NA,1994,"6",25,"Sanikiluaq","Lucassie_Takatak","M","qPCR","S_Guillou","ADN_20_05248","HL001","librairie_143_haplotypes615"
"S_20_03849","WGS",2021,"SCI034751","PE_21_00074","D02","MOBELS","G_20_03849","B94_17_SQ","BELUGA","Delphinapterus","leucas",NA,40,"F","SAN","Wiegand_Island",NA,NA,1994,"7",1,"Sanikiluaq","Lucassie_Ippak","F","qPCR","S_Guillou","ADN_20_05255","HL022","librairie_143_haplotypes615"
